4-1-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,nj,-8.46,nj,nj,,3,1-3
,car,fla,1.92,fla,car,1,,4-3
,edm,chi,-2.62,chi,chi,,1,1-2
,det,cbj,5.22,det,det,,2,4-1
,la,sj,-26.24,sj,sj,,9,2-6
,tor,nyr,-3.26,nyr,nyr,,2,2-7
,,,,,,,,
3-31-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,ana,stl,14.32,ana,ana,,5,3-2
,wpg,bos,11.61,wpg,wpg,,4,3-2
,buf,mtl,5.06,buf,mtl,2,,3-4
,cgy,van,-10.7,van,cgy,4,,3-2
,min,col,6.99,min,col,3,,1-2
,dal,nsh,-2.11,nsh,dal,1,,4-2
,ott,nyi,18.2,ott,ott,,7,5-2
,nyr,phi,22.34,nyr,nyr,,8,6-4
,pit,tor,10.86,pit,tor,4,,4-5
,wsh,tb,-14.54,tb,tb,,5,2-5
,,,,,,,,
3-30-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,ari,sj,-27.5,sj,sj,,10,2-4
,nyi,buf,-14.75,buf,buf,,5,4-6
,tb,car,0.44,car,tb,1,,4-2
,cbj,chi,8.53,cbj,chi,3,,1-3
,dal,det,-3.46,det,dal,2,,4-3
,wsh,fla,-18.27,fla,fla,,7,2-3
,mtl,ott,-13.44,ott,ott,,5,2-5
,phi,nj,-21.62,nj,nj,,8,1-3
,,,,,,,,
3-29-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,ana,cbj,7.63,ana,ana,,3,5-2
,col,ari,18.59,col,col,,7,4-3
,pit,bos,11.65,pit,pit,,4,4-2
,cgy,min,-13.12,min,cgy,5,,4-2
,det,nsh,-3.29,nsh,det,2,,2-1
,edm,stl,-7.87,stl,stl,,3,2-5
,van,la,18.33,van,van,,7,4-2
,tor,wpg,-4.22,wpg,wpg,,2,2-3
,,,,,,,,
3-28-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,ana,chi,18.97,ana,ana,,7,3-1
,nj,buf,-0.79,buf,buf,,1,3-4
,car,phi,18.93,car,phi,7,,1-5
,wpg,fla,0.36,fla,fla,,1,2-3
,,,,,,,,
3-27-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,ari,dal,-23.3,dal,dal,,8,0-6
,bos,ott,-24.29,ott,bos,9,,3-2
,cgy,min,-18.16,min,cgy,7,,1-0
,car,tor,4.09,car,tor,2,,1-6
,van,col,-0.66,col,van,1,,3-0
,edm,nsh,-25.39,nsh,nsh,,9,3-4
,fla,tb,-6.23,tb,fla,3,,5-2
,la,sj,-20.33,sj,sj,,7,1-3
,nyr,mtl,4.82,nyr,mtl,2,,4-6
,nj,nyi,9.21,nj,nj,,4,3-2
,pit,wsh,19.26,pit,pit,,7,4-3
,cbj,stl,2.89,stl,cbj,1,,4-1
,,,,,,,,
3-26-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,ana,det,-3.72,det,det,,2,0-1
,,,,,,,,
3-25-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,pit,-5.25,pit,pit,,2,0-5
,cgy,chi,5.09,cgy,cgy,,2,3-2
,col,van,-9.3,van,col,4,,5-4
,nyr,nyi,6.14,nyr,nyr,,3,2-1
,stl,cbj,-2.7,cbj,cbj,,1,1-4
,,,,,,,,
3-24-2007,Away,Home,Algo points,Proj winner,Winner,,,Score
,dal,ari,16.81,dal,dal,,6,4-3
