6-14-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,cle,bos,-4.13,bos,bos,2-5,,2,+140.68355158736793,-140.68355158736793
,chc,sf,-0.29,sf,sf,0-1,,1,+100.0,-100.0
,kc,chw,6.77,kc,chw,2-3,3,,-182.74683797986003,+182.74683797986003
,sea,cin,11.94,sea,sea,5-4,,4,-307.5514350036972,+307.5514350036972
,col,pit,1.34,col,pit,3-6,1,,-105.93715518944906,+105.93715518944906
,tb,det,-0.54,det,det,4-9,,1,+100.0,-100.0
,tex,hou,7.03,tex,tex,9-2,,3,-187.5018826147797,+187.5018826147797
,lad,sd,-2.06,sd,lad,9-5,1,,+114.12173807120456,-114.12173807120456
,wsh,mia,0.67,wsh,wsh,8-2,,1,-100.0,+100.0
,mil,nym,-8.2,nym,nym,1-3,,3,+210.53096108693504,-210.53096108693504
,tor,min,2.76,tor,tor,3-1,,1,-122.57228048547795,+122.57228048547795
,nyy,oak,6.47,nyy,nyy,5-4,,3,-177.41123956257812,+177.41123956257812
,,,,,,,,
5-21-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,ari,stl,1.52,ari,stl,2-6,1,,-107.93733488663185,+107.93733488663185
,atl,phi,-3.36,phi,atl,2-0,2,,+130.23456183463634,-130.23456183463634
,bal,laa,4.77,bal,bal,3-1,,2,-149.9405002753511,+149.9405002753511
,cle,bos,0.61,cle,bos,1-9,1,,-100.0,+100.0
,chc,sf,4.1,chc,sf,3-5,2,,-140.26276639010632,+140.26276639010632
,kc,chw,3.32,kc,kc,2-1,,2,-129.7110966706474,+129.7110966706474
,sea,cin,9.31,sea,sea,4-0,,4,-235.17048290291913,+235.17048290291913
,col,pit,-7.76,pit,col,5-1,3,,+201.54239805244475,-201.54239805244475
,tb,det,4.63,tb,det,4-5,2,,-147.86877311692942,+147.86877311692942
,tex,hou,4.06,tex,tex,2-1,,2,-139.7034952596973,+139.7034952596973
,lad,sd,0.5,lad,sd,2-3,1,,-100.0,+100.0
,wsh,mia,4.15,wsh,mia,2-3,2,,-140.96471164349586,+140.96471164349586
,mil,nym,-5.53,nym,nym,4-5,,2,+161.6721791973295,-161.6721791973295
,tor,min,10.77,tor,min,3-5,4,,-272.5763048921614,+272.5763048921614
,nyy,oak,3.46,nyy,nyy,5-1,,2,-131.551353923011,+131.551353923011
,,,,,,,,
5-20-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,ari,stl,-5.28,stl,ari,11-7,2,,+157.72008467982,-157.72008467982
,atl,phi,-7.58,phi,atl,7-1,3,,+197.98221648672077,-197.98221648672077
,bal,laa,1.34,bal,bal,9-4,,1,-105.93715518944906,+105.93715518944906
,cle,bos,-4.24,bos,cle,4-2,2,,+142.23627102507822,-142.23627102507822
,chc,sf,-0.84,sf,chc,8-1,1,,+100.53460048754168,-100.53460048754168
,kc,chw,-0.14,chw,kc,4-1,1,,+100.0,-100.0
,sea,cin,6.99,sea,sea,8-3,,3,-186.76223732180776,+186.76223732180776
,col,pit,-4.96,pit,pit,1-2,,2,+152.79551615518002,-152.79551615518002
,tb,det,2.48,tb,tb,7-5,,1,-119.13107991956365,+119.13107991956365
,tex,hou,0.55,tex,tex,2-1,,1,-100.0,+100.0
,lad,sd,7.76,lad,sd,6-7,3,,-201.54239805244475,+201.54239805244475
,wsh,mia,0.2,wsh,wsh,4-1,,1,-100.0,+100.0
,mil,nym,-3.43,nym,nym,2-3,,2,+131.15509147293696,-131.15509147293696
,tor,min,8.91,tor,tor,9-3,,3,-225.94842843965233,+225.94842843965233
,nyy,oak,0.9,nyy,nyy,8-3,,1,-101.1712638025839,+101.1712638025839
,,,,,,,,
5-19-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,pit,-2.83,pit,pit,2-8,,1,+123.44567533109813,-123.44567533109813
,sea,bal,-3.54,bal,sea,7-2,2,,+132.6132240560441,-132.6132240560441
,chc,mil,6.73,chc,mil,3-5,3,,-182.0262064089763,+182.0262064089763
,hou,chw,0.28,hou,chw,1-2,1,,-100.0,+100.0
,cle,cin,8.54,cle,cle,7-2,,3,-217.76784106453917,+217.76784106453917
,col,stl,-1.25,stl,stl,7-13,,1,+104.94820594764471,-104.94820594764471
,lad,laa,0.28,lad,laa,4-7,1,,-100.0,+100.0
,tor,min,4.65,tor,tor,3-2,,2,-148.16309523718343,+148.16309523718343
,wsh,nym,1.15,wsh,wsh,9-1,,1,-103.85796301292282,+103.85796301292282
,nyy,oak,-4.25,oak,nyy,4-1,2,,+142.3781989288313,-142.3781989288313
,sf,sd,10.9,sf,sf,3-1,,4,-276.22350049905083,+276.22350049905083
,,,,,,,,
5-18-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,nyy,ari,-4.67,ari,nyy,4-2,2,,+148.45796134067055,-148.45796134067055
,atl,pit,-8.95,pit,atl,3-1,3,,+226.852587801561,-226.852587801561
,sea,bal,1.76,sea,bal,2-5,1,,-110.65136035932301,+110.65136035932301
,bos,kc,-0.73,kc,kc,2-3,,1,+100.0,-100.0
,chc,mil,3.2,chc,chc,2-1,,2,-128.1517331081652,+128.1517331081652
,hou,chw,-3.2,chw,hou,5-3,2,,+128.1517331081652,-128.1517331081652
,cle,cin,5.85,cle,cle,8-7,,2,-166.87027880531073,+166.87027880531073
,col,stl,3.06,col,stl,0-2,2,,-126.35313906533257,+126.35313906533257
,min,det,-9.73,det,det,3-6,,4,+245.30285824511955,-245.30285824511955
,lad,laa,4.55,lad,laa,1-8,2,,-146.69689690666962,+146.69689690666962
,mia,phi,-3.32,phi,phi,2-4,,2,+129.7110966706474,-129.7110966706474
,wsh,nym,-3.35,nym,wsh,7-1,2,,+130.10352212264658,-130.10352212264658
,tex,oak,-1.17,oak,oak,1-8,,1,+104.07529289906412,-104.07529289906412
,sf,sd,8.32,sf,sf,2-1,,3,-213.05537268464846,+213.05537268464846
,tb,tor,5.32,tb,tb,6-3,,2,-158.34614692421084,+158.34614692421084
,,,,,,,,
5-17-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,nyy,ari,-1.63,ari,ari,3-5,,1,+109.17450452477881,-109.17450452477881
,atl,pit,-5.94,pit,pit,9-12,,2,+168.36127868782071,-168.36127868782071
,sea,bal,-1.72,bal,sea,10-0,1,,+110.19522863635669,-110.19522863635669
,chc,mil,13.38,chc,mil,2-4,5,,-358.28559996487587,+358.28559996487587
,hou,chw,-9.95,chw,hou,6-5,4,,+250.80404021349958,-250.80404021349958
,cin,cle,-9.47,cle,cle,1-13,,4,+238.97460702159998,-238.97460702159998
,col,stl,-0.39,stl,col,3-1,1,,+100.0,-100.0
,min,det,-6.74,det,det,2-7,,3,+182.20609508801587,-182.20609508801587
,laa,lad,1.17,laa,lad,1-5,1,,-104.07529289906412,+104.07529289906412
,mia,phi,2.78,mia,phi,1-3,1,,-122.82128102295763,+122.82128102295763
,wsh,nym,1.89,wsh,nym,0-2,1,,-112.14441943497455,+112.14441943497455
,tex,oak,1.45,tex,oak,5-8,1,,-107.15593023278119,+107.15593023278119
,sf,sd,3.93,sf,sf,5-1,,2,-137.89976448804424,+137.89976448804424
,tb,tor,2.47,tb,tb,12-2,,1,-119.00970797933512,+119.00970797933512
,,,,,,,,
5-16-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,nyy,ari,2.49,nyy,ari,2-12,1,,-119.25255612615055,+119.25255612615055
,atl,pit,-2.02,pit,pit,5-8,,1,+113.65392668719605,-113.65392668719605
,bos,kc,2.26,bos,kc,4-8,1,,-116.48476680142137,+116.48476680142137
,cin,cle,-6.67,cle,cle,6-15,,3,+180.95062607997144,-180.95062607997144
,min,det,-2.78,det,det,8-10,,1,+122.82128102295763,-122.82128102295763
,laa,lad,-3.16,lad,laa,7-6,2,,+127.63559299890086,-127.63559299890086
,mia,phi,-0.63,phi,mia,5-3,1,,+100.0,-100.0
,tex,oak,8.6,tex,oak,1-3,3,,-219.07238785196444,+219.07238785196444
,tb,tor,-3.43,tor,tb,13-2,2,,+131.15509147293696,-131.15509147293696
,,,,,,,,
5-15-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,sf,ari,7.87,sf,sf,2-1,,3,-203.75096567494504,+203.75096567494504
,atl,kc,-0.85,kc,kc,2-4,,1,+100.64049454992023,-100.64049454992023
,det,bal,-12.6,bal,det,6-5,5,,+329.63528737827,-329.63528737827
,hou,bos,-7.89,bos,bos,9-10,,3,+204.1552450426732,-204.1552450426732
,pit,chc,-13.03,chc,pit,2-1,5,,+345.06484353617213,-345.06484353617213
,chw,nyy,0.3,chw,nyy,5-7,1,,-100.0,+100.0
,cin,phi,-8.53,phi,cin,9-4,3,,+217.55123030258355,-217.55123030258355
,min,cle,-5.84,cle,min,5-1,2,,+166.7054098042401,-166.7054098042401
,nym,col,-1.96,col,col,3-4,,1,+112.95517137650673,-112.95517137650673
,laa,sea,-0.4,sea,laa,3-0,1,,+100.0,-100.0
,stl,lad,-2.12,lad,stl,5-2,1,,+114.82643532820198,-114.82643532820198
,mia,wsh,-4.55,wsh,mia,5-1,2,,+146.69689690666962,-146.69689690666962
,sd,mil,2.02,sd,mil,2-3,1,,-113.65392668719605,+113.65392668719605
,oak,tb,-5.03,tb,oak,7-6,2,,+153.86017465851634,-153.86017465851634
,tor,tex,-2.86,tex,tex,6-7,,1,+123.82161511838929,-123.82161511838929
,,,,,,,,
