Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won
,,,,,,,,,,$1000,$-303.0,-30.3%,$400,$22.0,5.5%,$200,$222.0,111.00000000000001%,$200,$75.0,37.5%
,,,,,,,,,,,,,,,,,,,,,,,,
7-6-2009,san-diego-padres,arizona-diamondbacks,-51.3%,105,-105,145,-169,40,64,$100,$145.0,$0,,,,,,,,,
7-6-2009,atlanta-braves,chicago-cubs,-56.15%,128,-128,-103,-117,31,11,$100,$85.47008547008548,$185.47008547008548,$100,$85.47008547008548,$185.47008547008548,,,,,,
7-6-2009,baltimore-orioles,seattle-mariners,-56.59%,130,-130,-105,-113,35,17,$100,$88.49557522123895,$188.49557522123894,$100,$88.49557522123895,$188.49557522123894,,,,,,
7-6-2009,oakland-athletics,boston-red-sox,-59.35%,146,-146,181,-222,35,76,$100,$181.0,$281.0,,,,,,,,,
7-6-2009,cincinnati-reds,philadelphia-phillies,-50.93%,104,-104,140,-166,36,62,$100,$140.0,$0,,,,,,,,,
7-6-2009,kansas-city-royals,detroit-tigers,-57.91%,138,-138,119,-140,19,2,,,,,,,,,,,,
7-6-2009,pittsburgh-pirates,houston-astros,-53.61%,116,-116,139,-163,23,47,$100,$139.0,$0,,,,,,,,,
7-6-2009,texas-rangers,los-angeles-angels,-52.0%,108,-108,127,-151,19,43,$100,$127.0,$0,,,,,,,,,
7-6-2009,toronto-blue-jays,new-york-yankees,-57.57%,136,-136,127,-151,9,15,,,,,,,,,,,,
,,,,,,,,,,$700,$-45.03433930867561,-6.4334770440965166%,$200,$173.9656606913244,86.9828303456622%,$0,$0,0%,$0,$0,0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-7-2009,san-diego-padres,arizona-diamondbacks,-51.55%,106,-106,131,-156,25,50,$100,$131.0,$0,,,,,,,,,
