1-1-2003,0,0
1-1-2004,34,7
1-1-2005,22,19
1-1-2006,26,14
1-1-2007,25,16
1-1-2008,29,11
1-1-2009,35,5
1-1-2010,34,7
1-1-2011,30,11
1-1-2012,26,7
1-1-2013,28,12
1-1-2014,14,27
1-1-2015,12,28
1-1-2016,11,29
,,
,,
,,
1-1-2003,0,0
1-1-2004,21,19
1-1-2005,12,28
1-1-2006,18,23
1-1-2007,16,24
1-1-2008,27,14
1-1-2009,29,12
1-1-2010,23,17
1-1-2011,26,14
1-1-2012,15,17
1-1-2013,16,25
1-1-2014,12,28
1-1-2015,9,32
1-1-2016,5,36
