10-9-2015,min,away,0,5,0,0,0,1,4,0
10-11-2015,min,home,0,3,0,0,0,1,1,1
10-13-2015,bos,away,2,1,0,1,1,0,1,0
10-14-2015,tor,away,2 OT,3,1,1,0,1,0,1
10-16-2015,ott,away,3,5,3,0,0,1,1,3
10-18-2015,mtl,away,2,3,1,0,1,0,3,0
10-21-2015,fla,home,3 OT,4,0,3,0,2,1,0
10-24-2015,van,home,7,3,1,2,4,2,0,1
10-26-2015,wpg,away,1 OT,2,1,0,0,1,0,0
10-28-2015,sj,home,2 SO,3,0,1,1,1,0,1
10-30-2015,nyi,home,5,0,1,3,1,0,0,0
11-1-2015,stl,away,2 SO,3,0,0,2,1,0,1
11-2-2015,ana,home,2,3,2,0,0,1,2,0
11-4-2015,van,home,2,5,2,0,0,0,1,4
11-6-2015,tor,home,4,3 SO,1,1,1,1,1,1
11-8-2015,phi,away,3,4,0,0,3,1,3,0
11-11-2015,nyi,away,0,6,0,0,0,2,2,2
11-13-2015,nyr,away,4,3 SO,1,1,1,0,3,0
11-15-2015,nj,away,3,2,1,0,2,1,0,1
11-20-2015,wsh,home,2,3,0,1,1,0,2,1
11-22-2015,car,home,4,3,1,1,2,3,0,0
11-25-2015,ari,away,4,3 OT,0,1,2,3,0,0
11-26-2015,chi,home,2,3,0,1,1,0,2,1
11-29-2015,dal,home,5,2,2,1,2,2,0,0
12-1-2015,mtl,home,3,4,1,2,0,1,2,1
12-4-2015,cgy,away,3 OT,4,0,2,1,0,1,2
12-5-2015,wpg,away,2,6,1,0,1,2,1,3
12-9-2015,nsh,home,0,3,0,0,0,1,0,2
12-11-2015,wpg,home,4,3 SO,0,1,2,0,2,1
12-13-2015,stl,home,2 OT,3,1,1,0,1,1,0
12-18-2015,pit,away,0 OT,1,0,0,0,0,0,0
12-20-2015,buf,away,5,1,2,0,3,0,0,1
12-21-2015,det,away,2,1 SO,0,0,1,0,0,1
12-23-2015,stl,home,5,0,2,3,0,0,0,0
12-27-2015,chi,home,2,5,2,0,0,2,1,2
12-29-2015,stl,away,0,3,0,0,0,0,2,1
12-31-2015,phi,home,4,3 OT,0,2,1,1,0,2
1-2-2015,edm,home,2,1 SO,0,1,0,0,0,1
1-4-2015,cbj,home,3,4,1,2,0,1,2,1
1-6-2015,chi,away,2,0,2,0,0,0,0,0
1-8-2015,ott,home,5,2,2,1,2,0,1,1
1-10-2015,dal,home,4,3,0,3,1,2,0,1
1-12-2015,wsh,away,1,2,0,1,0,1,1,0
1-13-2015,car,away,2 SO,3,0,0,2,1,1,0
1-15-2015,fla,away,4,2,1,1,2,1,1,0
1-17-2015,tb,away,2 SO,3,0,1,1,1,0,1
1-19-2015,stl,away,1,3,1,0,0,1,2,0
1-21-2015,bos,home,3,2 SO,1,0,1,0,1,1
1-27-2015,nsh,away,3 OT,4,1,1,1,0,2,1
1-30-2015,nsh,home,3,0,1,0,2,0,0,0
2-3-2015,dal,away,3,2 SO,0,0,2,1,1,0
2-5-2015,det,home,0,3,0,0,0,0,1,2
2-7-2015,min,away,0,1,0,0,0,1,0,0
2-8-2015,wpg,away,3,5,1,0,2,0,4,1
2-12-2015,nyr,home,3,6,0,1,2,1,2,3
2-14-2015,dal,home,4,1,1,1,2,0,0,1
2-16-2015,ari,home,5,2,3,2,0,1,0,1
2-18-2015,la,home,1,4,1,0,0,0,3,1
2-20-2015,chi,away,4,1,1,0,3,0,1,0
2-22-2015,tb,home,5,4,1,3,1,1,1,2
2-24-2015,nsh,away,2,5,1,0,1,1,2,2
2-27-2015,dal,away,5,4 SO,0,1,3,0,2,2
2-28-2015,min,home,1,3,0,1,0,1,1,1
3-4-2015,pit,home,3,1,0,2,1,0,0,1
3-7-2015,cbj,away,4,0,3,0,1,0,0,0
3-8-2015,min,away,3,2,1,1,1,0,0,2
3-10-2015,la,home,2,5,1,0,1,3,1,1
3-12-2015,nj,home,2,1 SO,0,1,0,0,1,0
3-14-2015,cgy,home,3,2,0,2,1,0,0,2
3-19-2015,ari,away,5,2,2,1,2,1,0,1
3-20-2015,ana,away,2 OT,3,0,0,2,1,0,1
3-23-2015,cgy,away,2,3,1,0,1,2,0,1
3-25-2015,edm,away,3,4,0,2,1,3,0,1
3-26-2015,van,away,4,1,0,3,1,0,0,1
3-28-2015,buf,home,5,3,2,2,1,0,0,3
3-30-2015,edm,home,1,4,1,0,0,1,1,2
4-1-2015,sj,away,1,5,0,0,1,0,1,4
4-3-2015,ana,away,4,2,1,1,2,2,0,0
4-4-2015,la,away,1,3,0,1,0,1,1,1
4-7-2015,nsh,home,3,2,0,2,1,1,0,1
4-9-2015,wpg,home,1,0 SO,0,0,0,0,0,0
