10-9-2015,phi,away,6,4,1,2,3,0,3,1
10-11-2015,fla,away,5,1,4,1,0,0,1,0
10-14-2015,tb,away,2,1,0,1,1,0,0,1
10-16-2015,wsh,away,2,6,2,0,0,2,1,3
10-18-2015,sj,home,2,4,0,0,2,1,1,2
10-21-2015,nyr,home,3 OT,4,1,1,1,1,0,2
10-24-2015,dal,home,2 SO,3,1,0,1,0,2,0
10-25-2015,ott,away,3,2 OT,0,2,0,0,1,1
10-28-2015,pit,away,3,8,1,2,0,1,4,3
10-30-2015,wpg,home,2,1 SO,0,0,1,1,0,0
11-1-2015,cbj,home,3,2,0,1,2,1,1,0
11-4-2015,stl,home,0,1,0,0,0,0,0,1
11-6-2015,stl,away,3,4,0,0,3,1,1,2
11-7-2015,det,away,2,4,1,0,1,2,2,0
11-10-2015,bos,away,2,4,1,1,0,2,2,0
11-11-2015,min,home,3,1,0,2,1,0,0,1
11-14-2015,wsh,away,1,0,0,0,1,0,0,0
11-15-2015,col,home,2,3,1,0,1,1,0,2
11-18-2015,wpg,away,1,3,0,0,1,0,2,1
11-21-2015,edm,away,2,0,0,2,0,0,0,0
11-22-2015,cgy,away,4 SO,5,2,1,1,0,1,3
11-25-2015,van,away,0,2,0,0,0,0,1,1
11-28-2015,det,home,4 SO,5,3,1,0,1,2,1
11-29-2015,nyi,away,1,3,1,0,0,1,1,1
12-2-2015,pit,away,0,1,0,0,0,0,0,1
12-4-2015,tor,away,5,3,1,2,2,0,2,1
12-6-2015,wsh,home,1,4,1,0,0,1,2,1
12-8-2015,car,away,2,1,0,2,0,0,1,0
12-9-2015,chi,home,2 SO,3,1,0,1,0,1,1
12-11-2015,phi,away,1,4,0,1,0,2,0,2
12-13-2015,dal,away,3,4,0,2,1,2,2,0
12-15-2015,nyi,away,2 SO,3,2,0,0,0,1,1
12-17-2015,ott,home,0,2,0,0,0,1,0,1
12-19-2015,tb,home,3,2 SO,2,0,0,0,1,1
12-20-2015,wsh,home,0,4,0,0,0,0,2,2
12-23-2015,car,home,1 SO,2,1,0,0,0,0,1
12-27-2015,nyr,away,1,3,0,1,0,1,1,1
12-29-2015,pit,home,3,1,0,2,1,1,0,0
12-31-2015,det,away,1,3,0,1,0,0,1,2
1-2-2015,mtl,home,2,4,0,0,2,0,2,2
1-3-2015,phi,home,5,2,3,2,0,0,1,1
1-6-2015,buf,home,4,1,3,0,1,0,1,0
1-8-2015,bos,away,0,3,0,0,0,1,1,1
1-9-2015,nyi,home,2 OT,3,0,1,1,0,0,2
1-14-2015,la,away,5,3,1,4,0,0,1,2
1-16-2015,ana,away,1,5,1,0,0,1,2,2
1-19-2015,sj,away,5,2,2,1,2,1,1,0
1-28-2015,tor,home,2,1 SO,0,0,1,0,0,1
1-30-2015,pit,home,1 OT,2,0,0,1,0,0,1
1-31-2015,fla,home,3,1,2,0,1,0,0,1
2-3-2015,ott,home,2,1,0,1,1,0,1,0
2-6-2015,tor,home,4,1,1,2,1,0,0,1
2-7-2015,mtl,away,2,6,1,0,1,0,3,3
2-9-2015,edm,home,1,2,1,0,0,1,1,0
2-13-2015,chi,away,1,3,1,0,0,0,0,3
2-14-2015,nsh,away,1,3,0,1,0,1,0,2
2-17-2015,buf,home,2,1 SO,1,0,0,0,0,1
2-20-2015,van,home,4,2,1,2,1,0,1,1
2-21-2015,car,home,3,1,3,0,0,0,0,1
2-23-2015,ari,home,3,0,1,0,2,0,0,0
2-25-2015,cgy,home,1,3,1,0,0,0,1,2
2-27-2015,bos,home,2 OT,3,0,0,2,1,0,1
2-28-2015,cbj,away,2,0,1,0,1,0,0,0
3-3-2015,nsh,home,3,1,2,0,1,0,1,0
3-6-2015,cbj,home,2,3,0,1,1,1,2,0
3-8-2015,phi,home,5,2,1,2,2,1,0,1
3-10-2015,min,away,2,6,0,1,1,1,3,2
3-12-2015,col,away,1 SO,2,0,1,0,0,1,0
3-14-2015,ari,away,4,1,0,1,3,0,0,1
3-17-2015,pit,home,2,0,0,1,1,0,0,0
3-20-2015,buf,away,3,1,0,2,1,0,0,1
3-21-2015,nyi,home,0,3,0,0,0,1,0,2
3-23-2015,la,home,1,3,0,1,0,2,0,1
3-26-2015,wsh,away,2 OT,3,0,1,1,1,1,0
3-28-2015,car,away,1,3,1,0,0,0,1,2
3-29-2015,ana,home,1,2,0,0,1,1,0,1
3-31-2015,cbj,away,2 OT,3,1,0,1,0,2,0
4-3-2015,mtl,home,3,2 SO,1,1,0,2,0,0
4-4-2015,nyr,away,1,6,0,0,1,3,1,2
4-7-2015,nyr,home,2,4,1,0,1,2,0,2
4-9-2015,tb,away,3 OT,4,1,2,0,2,1,0
