nyy,phi,6-8,138,-158
nyy,laa,6-7,-101,-111
nyy,laa,10-1,-135,117
nyy,laa,4-5,114,-135
laa,nyy,1-4,156,-181
phi,lad,1-2,125,-147
phi,col,5-4,-107,-111
nyy,min,4-1,-172,147
min,nyy,3-4,249,-303
col,phi,5-4,145,-166
det,min,5-6,144,-169
col,lad,3-5,-114,-101
tex,sea,3-4,163,-192
laa,oak,5-3,-136,123
sf,sd,4-3,-108,-109
ari,chc,5-2,166,-196
kc,min,4-13,179,-208
nyy,tb,10-2,104,-121
tor,bal,4-5,100,-120
cle,bos,7-12,210,-250
mia,phi,6-7,100,-116
wsh,atl,2-1,163,-192
pit,cin,0-6,174,-204
hou,nym,0-4,133,-153
chw,det,3-5,172,-200
col,lad,0-5,121,-138
sf,sd,0-2,-117,100
tex,sea,1-2,122,-142
cle,bos,6-11,186,-222
pit,cin,4-8,118,-136
nyy,tb,3-5,102,-121
tor,bal,3-6,-105,-113
chw,det,5-1,124,-140
kc,min,4-5,-129,112
wsh,atl,6-4,214,-256
mia,phi,4-3,183,-217
laa,oak,4-2,-131,112
hou,nym,1-5,106,-125
ari,chc,0-5,171,-204
col,lad,4-3,100,-119
tex,sea,7-4,100,-117
laa,oak,5-2,-123,106
sf,sd,7-2,119,-136
kc,min,7-10,163,-192
nyy,tb,4-13,-153,131
wsh,atl,6-3,165,-192
cle,bos,2-6,181,-212
pit,cin,3-1,112,-129
hou,nym,1-7,-131,114
tor,bal,7-13,-129,112
chw,det,8-0,118,-136
mia,phi,7-2,156,-181
ari,chc,12-3,138,-161
oak,sea,2-4,-129,110
cle,bos,0-3,237,-285
bal,tb,3-2,221,-270
hou,phi,5-3,156,-178
wsh,atl,2-1,216,-256
tex,laa,11-3,140,-161
ari,sf,3-7,134,-153
mil,col,2-9,156,-181
min,det,8-3,-120,104
ari,sf,1-4,143,-166
oak,sea,0-7,127,-149
tex,laa,0-5,121,-140
lad,sd,0-5,-126,108
mil,col,6-10,174,-204
pit,chc,8-2,216,-263
tor,bos,12-0,-166,142
bal,tb,3-5,191,-227
chw,cle,1-0,-125,-111
min,det,2-7,-116,-102
kc,nyy,4-3,154,-181
hou,phi,3-10,185,-217
mia,atl,5-4,177,-208
nym,wsh,4-7,110,-128
chw,cle,1-5,-105,-109
pit,chc,4-0,206,-250
ari,sf,4-8,129,-149
oak,sea,4-6,179,-212
tex,laa,2-5,118,-128
lad,sd,1-3,-166,144
mil,col,5-7,148,-172
pit,chc,0-6,219,-263
tor,bos,8-7,211,-250
bal,tb,1-3,164,-192
min,det,5-6,150,-169
kc,nyy,3-4,206,-243
hou,phi,4-7,266,-322
nym,wsh,3-4,-106,-109
mia,atl,5-4,114,-129
min,det,3-2,114,-128
tex,laa,0-11,149,-172
tor,bos,11-5,177,-208
bal,tb,6-7,185,-222
chw,cle,6-1,-120,-101
kc,nyy,2-8,135,-156
hou,phi,8-2,256,-312
nym,wsh,1-2,-108,-108
mia,atl,0-4,171,-196
lad,pit,1-11,-172,148
sd,ari,4-7,100,-116
chc,sf,1-5,114,-133
oak,laa,4-7,202,-238
tb,tex,7-6,-113,-103
min,kc,1-4,154,-181
det,chw,4-8,-142,124
cin,hou,2-3,146,-169
phi,mil,6-5,-135,118
lad,pit,5-6,-188,163
atl,wsh,6-3,-192,167
nym,mia,4-0,175,-200
sea,tor,4-5,-114,-103
bal,cle,0-9,116,-135
bos,nyy,2-4,162,-185
oak,laa,15-10,202,-238
sd,ari,5-8,158,-181
tb,tex,3-15,-117,100
min,kc,11-6,-172,149
nym,mia,6-9,127,-149
det,chw,12-5,110,-128
bal,cle,8-9,121,-138
cin,hou,10-4,139,-156
phi,mil,5-7,-114,-102
lad,pit,8-4,-178,154
chc,sf,6-2,104,-120
bos,nyy,0-3,156,-178
sea,tor,4-5,104,-121
atl,wsh,11-5,-204,173
chc,sf,3-0,150,-172
oak,laa,3-0,194,-227
sd,ari,4-0,124,-142
det,chw,0-2,145,-169
min,kc,9-4,-111,-105
cin,hou,10-4,119,-136
phi,mil,4-8,-172,148
tb,tex,3-8,-116,-101
nym,mia,6-5,160,-185
sea,tor,0-5,177,-212
bal,cle,2-4,100,-119
bos,nyy,5-9,-123,106
lad,pit,1-3,-200,170
atl,wsh,4-1,-178,156
chc,sf,3-2,-109,-106
sd,col,5-4,164,-188
bos,kc,10-3,-200,171
phi,mil,9-4,-135,117
sea,tor,5-4,-153,133
det,cle,6-5,-227,191
lad,wsh,7-6,-156,135
tex,oak,3-12,100,-117
cin,pit,4-1,-133,116
sf,ari,5-2,-126,108
tex,oak,9-8,-128,110
sd,col,6-3,174,-208
min,chw,8-6,108,-128
bos,kc,9-2,-204,177
chc,mil,2-3,119,-136
phi,mia,6-7,-149,129
atl,nym,5-2,-129,112
sea,tb,4-5,154,-178
bal,tor,3-7,-101,-117
det,cle,11-3,-117,100
cin,pit,12-2,-126,110
lad,wsh,4-5,-185,158
nyy,laa,3-2,114,-131
nyy,laa,6-5,100,-119
tex,oak,1-9,112,-129
sf,ari,8-10,-120,102
sd,col,10-11,199,-238
min,chw,8-6,137,-163
bos,kc,1-5,137,-156
chc,mil,7-2,-103,-113
phi,mia,0-3,110,-120
atl,nym,3-1,-172,149
sea,tb,4-3,134,-156
bal,tor,5-6,121,-140
det,cle,3-1,-126,110
cin,pit,10-4,-105,-112
lad,wsh,14-2,-192,162
