okc,lac,104-98,161,-192
por,sa,82-104,318,-416
lac,okc,104-105,197,-238
sa,por,92-103,-185,156
okc,lac,99-101,175,-212
sa,por,118-103,-109,-109
okc,lac,118-112,156,-185
por,sa,97-114,240,-294
lac,okc,101-112,183,-222
por,sa,92-116,240,-294
lac,okc,122-105,191,-232
dal,sa,96-119,262,-333
bkn,tor,104-103,124,-147
gs,lac,121-126,265,-333
atl,ind,80-92,221,-270
hou,por,98-99,154,-185
sa,dal,111-113,-161,137
lac,gs,99-100,-113,-106
okc,mem,104-84,-142,120
ind,atl,95-88,104,-125
por,hou,98-108,177,-212
bkn,tor,113-115,129,-151
gs,lac,103-113,259,-322
mem,okc,100-99,282,-357
sa,dal,93-89,-204,169
atl,ind,107-97,270,-333
hou,por,120-123,145,-172
lac,gs,97-118,-129,108
chi,wsh,89-98,108,-129
okc,mem,92-89,-161,137
sa,dal,108-109,-175,148
ind,atl,91-88,-142,122
hou,por,121-116,114,-135
chi,wsh,100-97,120,-140
lac,gs,98-96,-151,129
okc,mem,95-98,-147,124
por,hou,112-105,242,-303
dal,sa,113-92,305,-384
wsh,chi,101-99,183,-222
bkn,tor,95-100,173,-208
gs,lac,98-138,326,-416
por,hou,122-120,194,-238
cha,mia,88-99,501,-666
dal,sa,85-90,411,-555
mem,okc,86-100,309,-400
gs,lac,109-105,278,-344
bkn,tor,94-87,143,-169
gs,den,116-112,297,-370
lac,por,104-110,133,-158
phx,sac,104-99,-144,122
wsh,bos,118-102,-384,298
bkn,cle,85-114,295,-370
phi,mia,100-87,194,-238
atl,mil,111-103,135,-158
hou,no,100-105,125,-151
tor,ny,92-95,-232,191
det,okc,111-112,1103,-1999
lal,sa,113-100,341,-434
dal,mem,105-106,134,-156
utah,min,136-130,585,-833
chi,cha,86-91,102,-121
ind,orl,101-86,134,-158
den,lac,105-117,438,-588
ny,bkn,109-98,229,-277
min,gs,120-130,284,-357
mem,phx,97-91,144,-169
lal,utah,119-104,214,-263
orl,chi,95-108,517,-714
sa,hou,98-104,179,-217
okc,no,89-101,-416,322
cha,atl,95-93,-204,168
bos,phi,108-113,-144,122
mil,tor,100-110,463,-625
mia,wsh,93-114,179,-217
mem,lal,102-90,-909,645
gs,por,117-119,154,-181
min,sac,103-106,-131,112
chi,ny,89-100,-158,135
orl,bkn,88-97,579,-833
tor,det,116-107,-294,234
okc,ind,97-102,-109,-107
utah,den,94-101,408,-526
phx,dal,98-101,164,-196
no,hou,104-111,1325,-2499
mia,atl,85-98,-238,198
bos,cle,111-99,365,-476
phi,cha,105-111,664,-999
mil,wsh,91-104,533,-769
sac,lac,101-117,513,-714
gs,lal,112-95,-555,426
por,utah,111-99,-434,338
cle,mil,116-119,-196,164
phx,sa,104-112,145,-172
det,chi,98-106,451,-625
phi,mem,95-117,1194,-2499
hou,min,110-112,-129,112
no,okc,94-116,1400,-3333
cha,bos,103-106,-200,168
atl,bkn,93-88,150,-181
ind,mia,86-98,209,-263
wsh,orl,96-86,-333,269
ny,tor,108-100,179,-217
den,gs,100-99,653,-999
sa,dal,109-100,106,-125
okc,lac,107-101,136,-161
sac,por,99-100,893,-1428
hou,den,116-123,-133,112
phx,no,94-88,-476,369
