lal,okc,90-106,295,-384
mia,ind,101-93,-131,106
sa,lac,96-86,-212,177
okc,lal,96-99,127,-149
lac,sa,88-105,591,-909
lal,okc,75-77,354,-454
lac,sa,92-108,671,-999
lal,okc,90-119,333,-434
ind,mia,86-95,374,-500
lac,mem,82-72,318,-416
den,lal,87-96,234,-294
lal,den,96-113,124,-149
atl,bos,80-83,278,-344
lac,mem,80-92,258,-322
den,lal,102-99,227,-285
phi,chi,69-77,184,-227
bos,atl,86-87,106,-128
mem,lac,97-101,104,-126
lal,den,92-88,116,-138
mia,ny,87-89,-384,303
chi,phi,82-89,137,-163
sa,utah,102-90,-243,196
mem,lac,86-87,131,-156
ind,orl,101-99,-217,177
lal,den,84-99,146,-175
chi,phi,74-79,-113,-106
okc,dal,95-79,142,-169
lac,mem,98-105,258,-322
ind,orl,97-74,-161,136
den,lal,100-104,202,-250
phi,chi,109-92,237,-294
dal,okc,99-102,240,-303
orl,ind,78-93,437,-625
lac,mem,99-98,181,-217
den,lal,88-103,174,-212
utah,sa,91-106,748,-1249
dal,okc,98-99,321,-416
ny,mia,67-100,454,-666
phi,chi,91-103,420,-555
sa,gs,107-101,-250,204
lal,sac,96-113,223,-277
dal,atl,89-106,175,-217
mil,bos,74-87,411,-555
ny,cha,104-84,-232,187
cle,chi,75-107,1275,-3333
phi,det,86-108,342,-434
no,hou,77-84,189,-227
orl,mem,76-88,1330,-3333
den,min,131-102,-384,303
por,utah,94-96,259,-322
mia,wsh,70-104,240,-294
bkn,tor,67-98,262,-322
sa,phx,110-106,124,-149
phi,mil,90-85,280,-357
lac,ny,93-99,171,-208
den,okc,106-101,-128,106
wsh,cle,96-85,-144,122
chi,ind,92-87,-144,120
cha,orl,95-102,1200,-3333
no,gs,83-81,-151,127
phx,utah,88-100,175,-212
mia,bos,66-78,240,-303
sac,okc,110-118,443,-625
lac,atl,102-109,-103,-119
por,sa,89-124,1175,-1999
cle,mem,101-109,875,-1428
tor,mil,86-92,451,-625
phi,bkn,105-87,-526,398
det,ind,97-103,266,-333
cha,wsh,73-101,471,-666
