4/1/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,edm,ana,-64.19,ana,ana,5-Jan,,3,179.2516057,-179.2516057
,tor,buf,-50.01,buf,buf,4-Mar,,1,100.040008,-100.040008
,col,sj,-59.93,sj,sj,5-Jan,,2,149.5632643,-149.5632643
,phi,pit,-62.32,pit,phi,1-Apr,3,,165.3927813,-165.3927813
,,,,,,,,,,
3/31/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,fla,bos,-52.8,bos,bos,3-Feb,,1,111.8644068,-111.8644068
,car,wsh,-61.54,wsh,wsh,4-Feb,,3,160.0104004,-160.0104004
,nj,cbj,-57.25,cbj,cbj,3-Feb,,2,133.9181287,-133.9181287
,ott,det,50.53,ott,ott,1-Feb,,1,-102.1427128,102.1427128
,van,nsh,-51.22,nsh,van,4-May,1,,105.00205,-105.00205
,nyr,wpg,56.24,nyr,nyr,2-Mar,,2,-128.5191956,128.5191956
,tb,tor,61.8,tb,tor,3-Jan,3,,-161.7801047,161.7801047
,,,,,,,,,,
3/30/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,buf,ari,-53.36,ari,buf,1-Apr,1,,114.4082333,-114.4082333
,cgy,dal,55.63,cgy,cgy,3-May,,2,-125.3775073,125.3775073
,la,chi,-58.33,chi,chi,4-Jan,,2,139.9808015,-139.9808015
,edm,col,-62.69,col,edm,1-Apr,3,,168.0246583,-168.0246583
,tb,mtl,-54.28,mtl,tb,3-May,1,,118.7226597,-118.7226597
,van,stl,-54.11,stl,van,1-Apr,1,,117.9123992,-117.9123992
,,,,,,,,,,
3/29/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,ana,nj,60.63,ana,ana,1-Feb,,3,-154.000508,154.000508
,bos,car,55.38,bos,bos,1-Feb,,2,-124.1147468,124.1147468
,cgy,nsh,-58.45,nsh,cgy,2-May,2,,140.6738869,-140.6738869
,chi,wpg,50.45,chi,chi,3-Apr,,1,-101.8163471,101.8163471
,det,nyi,-51.29,nyi,nyi,5-Apr,,1,105.2966537,-105.2966537
,fla,ott,-57.96,ott,fla,2-Apr,2,,137.8686965,-137.8686965
,wsh,nyr,-56.19,nyr,wsh,2-May,2,,128.2583885,-128.2583885
,sj,pit,-50.03,pit,pit,3-Feb,,1,100.120072,-100.120072
,,,,,,,,,,
3/28/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,ana,nyi,54.45,ana,ana,2-Mar,,1,-119.5389682,119.5389682
,ari,pit,-62.69,pit,pit,3-Feb,,3,168.0246583,-168.0246583
,nyr,bos,58.64,nyr,bos,4-Feb,2,,-141.7794971,141.7794971
,buf,col,-63.22,col,col,5-Mar,,3,171.8868951,-171.8868951
,nj,car,-50.52,car,car,3-Jan,,1,102.1018593,-102.1018593
,cbj,stl,-58.6,stl,cbj,2-Apr,2,,141.5458937,-141.5458937
,dal,van,-50.87,van,dal,3-Apr,1,,103.5416243,-103.5416243
,tb,det,-50.88,det,det,0-4,,1,103.5830619,-103.5830619
,fla,mtl,-60.76,mtl,mtl,3-Feb,,3,154.841998,-154.841998
,la,min,-56.5,min,min,4-Jan,,2,129.8850575,-129.8850575
,nsh,wsh,-50.88,wsh,nsh,3-Apr,1,,103.5830619,-103.5830619
,ott,tor,61.37,ott,tor,4-Mar,3,,-158.8661662,158.8661662
,sj,phi,54.29,sj,sj,2-Mar,,1,-118.7705097,118.7705097
,,,,,,,,,,
3/27/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,cgy,min,-52.92,min,min,4-Feb,,1,112.404418,-112.404418
,cbj,chi,-58.08,chi,cbj,2-May,2,,138.5496183,-138.5496183
,dal,edm,62.45,dal,edm,0-4,3,,-166.3115846,166.3115846
,,,,,,,,,,
3/26/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
,ana,bos,55.45,ana,ana,2-Mar,,2,-124.4668911,124.4668911
,ari,buf,53.03,ari,ari,3-Apr,,1,-112.9018522,112.9018522
,pit,car,59.35,pit,car,5-Feb,2,,-146.00246,146.00246
,col,van,-59.51,van,col,1-Apr,2,,146.9745616,-146.9745616
,sj,det,-53.49,det,sj,4-Jun,1,,115.0075253,-115.0075253
,fla,tor,-50.14,tor,fla,1-Apr,1,,100.5615724,-100.5615724
,la,nyi,-52.12,nyi,la,2-Mar,1,,108.855472,-108.855472
,mtl,wpg,50.19,mtl,wpg,5-Feb,1,,-100.762899,100.762899
,nsh,tb,-61.05,tb,nsh,2-Mar,3,,156.7394095,-156.7394095
,nj,wsh,-58.36,wsh,wsh,3-Feb,,2,140.1536984,-140.1536984
,nyr,ott,56.46,nyr,nyr,1-May,,2,-129.6738631,129.6738631
,,,,,,,,,,
3/25/2015,Away,Home,Algo points,Proj winner,Winner,,,Score,,
