10-7-2011,mtl,home,3,2,2,0,1,1,0,1
10-9-2011,ott,home,5,1,2,1,2,0,0,1
10-13-2011,pit,away,4,3,1,3,0,2,1,0
10-15-2011,nyr,away,4,3 OT,0,3,0,1,0,2
10-18-2011,nyi,home,1 OT,2,0,0,1,0,1,0
10-21-2011,nyr,home,1,2,0,0,1,2,0,0
10-23-2011,phi,away,2,5,0,2,0,2,1,2
10-26-2011,fla,home,3,1,1,0,2,0,1,0
10-28-2011,bos,away,0,2,0,0,0,1,1,0
10-30-2011,nyr,home,0,2,0,0,0,1,1,0
11-2-2011,ott,home,2,3,0,0,2,1,2,0
11-3-2011,wsh,away,4 SO,5,1,0,3,0,3,1
11-6-2011,buf,home,2 SO,3,1,1,0,0,1,1
11-9-2011,tb,away,0,4,0,0,0,3,0,1
11-10-2011,fla,away,1,4,0,0,1,1,1,2
11-13-2011,van,home,3,5,2,1,0,2,1,2
11-16-2011,nsh,home,5,4,1,4,0,3,1,0
11-18-2011,nj,home,3,1,0,2,1,0,1,0
11-20-2011,mtl,away,0,2,0,0,0,0,1,1
11-22-2011,dal,home,4,1,1,2,1,0,1,0
11-26-2011,buf,away,1,3,0,0,1,2,0,1
11-27-2011,ott,away,0,3,0,0,0,1,2,0
11-30-2011,tb,home,3 OT,4,1,1,1,0,1,2
12-2-2011,edm,home,0,5,0,0,0,1,2,2
12-4-2011,bos,home,3,2 SO,1,0,1,1,0,1
12-6-2011,wsh,away,5,4 SO,1,0,3,2,2,0
12-8-2011,pit,away,2,5,0,0,2,1,3,1
12-9-2011,phi,home,1,4,0,1,0,2,2,0
12-11-2011,mtl,home,3,1,2,0,1,0,1,0
12-14-2011,edm,away,4,1,1,2,1,1,0,0
12-16-2011,cgy,away,2,5,1,0,1,1,3,1
12-18-2011,van,away,1,4,0,0,1,1,1,2
12-20-2011,wpg,home,3,6,0,1,2,2,1,3
12-26-2011,nj,away,4,1,1,2,1,0,0,1
12-28-2011,car,home,3,4,2,1,0,3,0,1
12-30-2011,cbj,home,2,3,2,0,0,1,1,1
1-1-2011,ott,away,5,1,3,2,0,0,1,0
1-3-2011,bos,home,1,2,1,0,0,0,2,0
1-6-2011,stl,home,6,5 SO,1,3,1,2,0,3
1-7-2011,wpg,away,9,3,2,6,1,1,0,2
1-10-2011,la,away,3,2,0,2,1,1,1,0
1-11-2011,sj,away,4,2,0,0,4,1,0,1
1-13-2011,ari,away,1,5,0,0,1,1,0,4
1-15-2011,cgy,home,1 SO,2,0,0,1,0,0,1
1-19-2011,nyr,away,0,7,0,0,0,4,2,1
1-20-2011,ana,home,5,2,1,2,2,1,1,0
1-22-2011,wsh,home,1,4,0,0,1,1,0,3
1-24-2011,car,away,4,6,1,0,3,1,1,4
1-25-2011,tb,away,0,2,0,0,0,2,0,0
2-1-2011,fla,home,4,3 SO,2,1,0,1,1,1
2-3-2011,car,home,3,0,0,2,1,0,0,0
2-5-2011,buf,away,2,6,0,1,1,2,3,1
2-7-2011,wpg,home,5,4,0,3,2,2,1,1
2-8-2011,nyi,away,5,3,2,0,3,1,1,1
2-10-2011,nj,home,1 OT,2,0,1,0,0,0,1
2-12-2011,mtl,away,0,3,0,0,0,0,2,1
2-15-2011,bos,away,4,3,1,1,2,1,1,1
2-16-2011,buf,away,2,1,0,1,1,0,0,1
2-19-2011,ott,home,0 SO,1,0,0,0,0,0,0
2-22-2011,nyi,home,2,1,1,0,1,0,1,0
2-24-2011,mtl,away,5,4,3,1,1,1,2,1
2-26-2011,pit,home,5 SO,6,1,1,3,1,2,2
2-27-2011,wpg,away,2 OT,3,2,0,0,0,0,2
3-2-2011,pit,home,3,2 OT,1,0,1,1,1,0
3-3-2011,phi,away,3,2,1,1,1,1,1,0
3-5-2011,chi,home,3,5,0,1,2,3,2,0
3-8-2011,nyi,away,3 OT,4,0,2,1,0,2,1
3-10-2011,phi,home,2,3,0,1,1,1,2,0
3-12-2011,buf,home,4,3,1,1,2,1,2,0
3-14-2011,tb,home,2,6,0,2,0,1,3,2
3-16-2011,car,away,3,1,1,2,0,1,0,0
3-17-2011,fla,away,0,4,0,0,0,0,3,1
3-19-2011,bos,home,5,2,2,3,0,1,0,1
3-22-2011,min,away,3,0,1,1,1,0,0,0
3-24-2011,col,away,4,3,2,1,1,1,1,1
3-26-2011,det,away,2,4,1,0,1,1,1,2
3-29-2011,buf,home,4,3,2,2,0,1,2,0
3-31-2011,bos,away,4,3 SO,1,1,1,0,3,0
4-2-2011,ott,away,4,2,1,1,2,0,1,1
4-5-2011,wsh,home,2 SO,3,1,1,0,1,1,0
4-6-2011,nj,away,2,4,0,0,2,1,2,1
