10-4-2008,col,home,4,0,2,1,1,0,0,0
10-6-2008,dal,home,5,1,1,2,2,0,0,1
10-10-2008,stl,away,1,4,0,1,0,2,2,0
10-11-2008,ari,home,3,6,0,1,2,1,2,3
10-13-2008,cgy,home,4,7,1,3,0,1,3,3
10-17-2008,ana,away,1,3,0,0,1,1,0,2
10-20-2008,sj,away,0,3,0,0,0,0,1,2
10-23-2008,la,away,0,6,0,0,0,2,2,2
10-25-2008,wpg,home,3,0,1,1,1,0,0,0
10-27-2008,fla,home,4,3,0,2,2,1,1,1
10-30-2008,cgy,away,1,5,0,0,1,1,2,2
11-1-2008,van,away,3,0,2,0,1,0,0,0
11-2-2008,edm,away,4,1,0,1,3,0,1,0
11-4-2008,chi,away,5,2,3,0,2,1,1,0
11-7-2008,det,away,2 SO,3,0,0,2,1,1,0
11-10-2008,cbj,home,4,3 SO,1,1,1,1,0,2
11-12-2008,cbj,away,4,1,2,0,2,1,0,0
11-15-2008,chi,home,5,4 OT,1,0,3,0,3,1
11-17-2008,stl,home,2 SO,3,1,1,0,0,2,0
11-19-2008,stl,away,1,2,0,0,1,0,1,1
11-22-2008,det,home,3,2,1,1,1,1,1,0
11-24-2008,min,home,3,4,2,0,1,2,1,1
11-29-2008,ott,away,6,5,1,1,3,2,1,3
12-1-2008,mtl,away,5,4 SO,0,0,4,2,1,1
12-4-2008,tor,away,1,3,0,0,1,1,1,1
12-6-2008,van,home,2,5,2,0,0,1,1,3
12-8-2008,ana,home,4,2,2,1,1,0,1,1
12-10-2008,det,home,1,2,0,1,0,2,0,0
12-13-2008,col,home,1,2,0,0,1,0,0,2
12-15-2008,col,away,1,3,0,1,0,0,2,1
12-18-2008,min,away,2,3,1,1,0,0,0,3
12-19-2008,chi,away,2,5,0,2,0,3,2,0
12-22-2008,la,home,4,3,1,2,1,1,1,1
12-23-2008,cbj,away,3,1,0,1,2,0,0,1
12-26-2008,chi,away,2,5,0,0,2,2,0,3
12-27-2008,cbj,home,4,3,1,1,2,0,2,1
12-29-2008,sj,home,2,5,0,2,0,1,1,3
12-31-2008,dal,away,1,0,0,1,0,0,0,0
1-3-2008,edm,home,5,2,3,1,1,1,0,1
1-5-2008,min,home,4,1,3,0,1,0,1,0
1-7-2008,ana,away,2,5,1,0,1,0,4,1
1-8-2008,la,away,7,0,3,2,2,0,0,0
1-12-2008,cbj,away,1 SO,2,0,1,0,0,0,1
1-13-2008,chi,home,2 SO,3,0,0,2,0,1,1
1-15-2008,cgy,home,3,0,0,2,1,0,0,0
1-17-2008,ana,home,1,2,0,0,1,1,0,1
1-19-2008,stl,away,5,2,2,3,0,1,0,1
1-21-2008,stl,home,6,3,2,2,2,1,1,1
1-22-2008,col,away,4,0,1,0,3,0,0,0
1-24-2008,ari,away,3 OT,4,0,3,0,1,2,0
1-29-2008,bos,away,1,3,0,1,0,0,1,2
1-31-2008,cbj,home,4,2,2,2,0,0,2,0
2-2-2008,ari,home,3,2 OT,1,1,0,0,1,1
2-5-2008,car,home,1,0,0,0,1,0,0,0
2-7-2008,tb,home,1 OT,2,1,0,0,0,1,0
2-9-2008,sj,away,3,4,1,1,1,1,1,2
2-10-2008,ari,away,6,3,3,0,3,1,2,0
2-12-2008,det,home,4,2,3,1,0,0,2,0
2-14-2008,chi,home,1,6,0,0,1,3,2,1
2-16-2008,stl,home,2,1 OT,0,0,1,1,0,0
2-17-2008,min,away,4 OT,5,1,0,3,2,1,1
2-19-2008,edm,home,5,4,2,2,1,1,3,0
2-21-2008,van,home,2 SO,3,0,1,1,1,1,0
2-23-2008,dal,home,3,6,1,0,2,1,3,2
2-27-2008,buf,away,4,8,0,3,1,2,4,2
3-1-2008,dal,away,3,1,0,0,3,0,0,1
3-4-2008,edm,away,5,1,3,2,0,0,1,0
3-6-2008,van,away,2,6,2,0,0,4,1,1
3-7-2008,cgy,away,2,1 OT,0,0,1,0,1,0
3-9-2008,det,away,3,4,0,0,3,2,2,0
3-11-2008,sj,home,1,2,0,0,1,0,1,1
3-13-2008,la,home,1,4,0,1,0,0,1,3
3-15-2008,det,away,3,1,1,1,1,1,0,0
3-18-2008,wsh,home,2,4,0,1,1,3,0,1
3-20-2008,det,home,3,6,1,0,2,0,3,3
3-22-2008,chi,home,2,1 SO,1,0,0,1,0,0
3-25-2008,cbj,home,3,0,2,0,1,0,0,0
3-28-2008,cbj,away,2,0,0,2,0,0,0,0
3-30-2008,det,away,0 OT,1,0,0,0,0,0,0
4-1-2008,stl,away,4,3 OT,0,1,2,3,0,0
4-3-2008,stl,home,3,2,1,1,1,0,2,0
