1-1-2003,85.39,88.46,173.85,21.296296296296298,20.85185185185185,20.91358024691358,21.11111111111111,19.40740740740741,21.530864197530864,22.037037037037038,22.691358024691358
1-1-2004,99.79,101.32,201.11,24.814814814814813,24.617283950617285,24.185185185185187,25.580246913580247,23.0,25.333333333333332,25.469135802469136,25.864197530864196
1-1-2005,101.0,103.76,204.76,24.74074074074074,25.037037037037038,24.049382716049383,26.08641975308642,23.925925925925927,24.97530864197531,25.567901234567902,26.0
1-1-2006,99.23,98.19,197.42000000000002,25.617283950617285,24.864197530864196,23.506172839506174,24.765432098765434,23.864197530864196,23.333333333333332,25.59259259259259,24.567901234567902
1-1-2007,100.22,97.16,197.38,24.209876543209877,25.62962962962963,24.80246913580247,24.71604938271605,24.14814814814815,23.209876543209877,23.925925925925927,24.271604938271604
1-1-2008,98.91,101.9,200.81,24.950617283950617,24.34567901234568,24.234567901234566,24.51851851851852,24.135802469135804,25.320987654320987,26.25925925925926,24.85185185185185
1-1-2009,103.74,105.76,209.5,26.45679012345679,27.160493827160494,25.123456790123456,24.51851851851852,24.37037037037037,26.938271604938272,26.296296296296298,26.901234567901234
1-1-2010,99.32,105.45,204.76999999999998,24.938271604938272,25.28395061728395,24.469135802469136,24.234567901234566,25.62962962962963,24.925925925925927,27.135802469135804,27.08641975308642
1-1-2011,90.58,94.41,184.99,21.784615384615385,23.215384615384615,22.0,22.93846153846154,23.46153846153846,22.93846153846154,22.753846153846155,23.646153846153847
1-1-2012,96.98,98.54,195.52,24.382716049382715,23.925925925925927,24.123456790123456,23.271604938271604,23.493827160493826,23.54320987654321,25.51851851851852,23.296296296296298
1-1-2013,101.39,98.07,199.45999999999998,25.790123456790123,24.432098765432098,25.28395061728395,24.753086419753085,21.82716049382716,24.617283950617285,25.22222222222222,24.358024691358025
1-1-2014,104.13,101.08,205.20999999999998,25.419753086419753,26.506172839506174,25.493827160493826,25.74074074074074,24.061728395061728,24.074074074074073,25.185185185185187,25.604938271604937
1-1-2015,102.6,98.08,200.68,25.15,25.916666666666668,24.95,26.266666666666666,24.616666666666667,24.433333333333334,24.533333333333335,24.066666666666666
