1-1-2003,0,0
1-1-2004,18,23
1-1-2005,22,18
1-1-2006,15,26
1-1-2007,30,10
1-1-2008,25,16
1-1-2009,18,23
1-1-2010,24,16
1-1-2011,16,24
1-1-2012,12,20
1-1-2013,21,20
1-1-2014,26,15
1-1-2015,26,14
1-1-2016,23,6
,,
,,
,,
1-1-2003,0,0
1-1-2004,14,26
1-1-2005,11,30
1-1-2006,12,28
1-1-2007,17,24
1-1-2008,16,24
1-1-2009,14,26
1-1-2010,15,26
1-1-2011,6,35
1-1-2012,10,23
1-1-2013,13,27
1-1-2014,22,18
1-1-2015,22,19
1-1-2016,18,13
