10-3-2014,bos,away,1,3,0,1,0,1,1,1
10-5-2014,chi,away,3,2 SO,0,0,2,0,2,0
10-8-2014,buf,away,3,2 OT,0,1,1,0,2,0
10-10-2014,fla,home,7,2,2,2,3,0,1,1
10-12-2014,pit,home,4,5,1,2,1,0,2,3
10-15-2014,la,home,5,1,2,1,2,0,0,1
10-17-2014,min,home,3,1,1,0,2,0,0,1
10-19-2014,bos,home,0,5,0,0,0,1,3,1
10-24-2014,chi,home,6,5 OT,1,2,2,0,3,2
10-26-2014,buf,home,3,2,1,0,2,0,1,1
10-27-2014,fla,away,4,3 SO,2,1,0,1,0,2
10-29-2014,nj,away,1,2,0,1,0,0,2,0
11-1-2014,car,away,3,0,0,1,2,0,0,0
11-2-2014,stl,home,4,2,1,1,2,1,1,0
11-7-2014,edm,home,4,2,2,1,1,1,0,1
11-9-2014,det,away,3,2 OT,1,1,0,1,0,1
11-11-2014,bos,away,0,3,0,0,0,0,2,1
11-12-2014,mtl,away,2,1 SO,1,0,0,0,0,1
11-14-2014,ana,home,5,1,2,2,1,0,1,0
11-16-2014,ari,away,3,6,0,2,1,2,2,2
11-19-2014,la,away,2,5,0,1,1,2,3,0
11-21-2014,sj,away,1,5,0,0,1,2,1,2
11-22-2014,ana,away,0 OT,1,0,0,0,0,0,0
11-25-2014,nyr,home,5,0,2,2,1,0,0,0
11-27-2014,phi,home,4,2,0,2,2,0,0,2
11-29-2014,pit,home,0,3,0,0,0,1,0,2
12-3-2014,cbj,away,0,1,0,0,0,0,1,0
12-5-2014,ott,home,3,1,1,1,1,0,1,0
12-7-2014,wpg,home,1 OT,2,0,1,0,1,0,0
12-10-2014,wsh,away,5 SO,6,3,1,1,1,3,1
12-12-2014,det,home,2,1 SO,0,1,0,1,0,0
12-14-2014,nj,away,0,3,0,0,0,0,1,2
12-15-2014,det,away,3,0,0,0,3,0,0,0
12-17-2014,nyi,away,3,2 SO,0,0,2,0,1,1
12-19-2014,nsh,home,4,2,2,2,0,0,2,0
12-21-2014,car,home,3,2 OT,1,0,1,1,1,0
12-23-2014,fla,away,6,1,1,3,2,1,0,0
12-28-2014,mtl,home,1 SO,2,0,1,0,0,1,0
12-29-2014,nyr,home,3,4,2,0,1,2,2,0
1-1-2014,van,away,4,2,0,3,1,0,2,0
1-3-2014,cgy,away,2,0,0,2,0,0,0,0
1-5-2014,edm,away,3,5,1,2,0,3,0,2
1-7-2014,wpg,away,4,2,1,1,2,1,1,0
1-9-2014,wsh,home,3,4,1,1,1,3,0,1
1-11-2014,phi,away,6,3,1,4,1,0,3,0
1-13-2014,cbj,away,2,3,0,2,0,0,1,2
1-14-2014,nyr,away,2,1,0,2,0,1,0,0
1-16-2014,nyi,home,1 SO,2,1,0,0,0,1,0
1-18-2014,sj,home,4,5,3,1,0,2,3,0
1-19-2014,car,away,5,3,3,2,0,0,2,1
1-23-2014,ott,home,4,3 SO,1,1,1,1,1,1
1-25-2014,col,home,5,2,0,3,2,0,2,0
1-28-2014,tor,away,2,3,0,2,0,0,2,1
1-30-2014,ott,away,3,5,0,1,2,2,2,1
2-1-2014,mtl,away,2,1 OT,0,1,0,0,0,1
2-4-2014,min,away,1,2,0,0,1,1,0,1
2-6-2014,tor,home,1,4,0,0,1,0,1,3
2-8-2014,det,home,4,2,0,2,2,1,1,0
2-27-2014,nsh,away,2,3,2,0,0,0,2,1
3-1-2014,dal,away,4,2,2,1,1,0,2,0
3-2-2014,col,away,3,6,1,2,0,2,0,4
3-4-2014,stl,away,2,4,2,0,0,0,2,2
3-6-2014,buf,home,1,3,0,0,1,1,1,1
3-8-2014,bos,home,3 SO,4,0,3,0,0,2,1
3-10-2014,ari,home,3 SO,4,1,1,1,0,1,2
3-13-2014,fla,home,5,4,2,2,1,2,0,2
3-15-2014,nj,home,3,0,0,2,1,0,0,0
3-17-2014,van,home,4,3,1,2,1,0,0,3
3-19-2014,tor,away,5,3,3,1,1,2,0,1
3-20-2014,ott,away,5,4,2,1,2,2,1,1
3-22-2014,pit,away,3 OT,4,0,1,2,0,1,2
3-24-2014,ott,home,3 SO,4,1,1,1,1,2,0
3-27-2014,nyi,home,3,2 SO,0,1,1,0,2,0
3-29-2014,buf,away,4,3 OT,2,0,1,2,0,1
3-30-2014,det,away,2,3,1,0,1,2,1,0
4-1-2014,mtl,home,3,1,0,1,2,1,0,0
4-3-2014,cgy,home,1,4,0,1,0,2,0,2
4-5-2014,dal,home,2,5,0,2,0,3,0,2
4-8-2014,tor,home,3,0,0,2,1,0,0,0
4-10-2014,phi,home,4,2,1,0,3,0,1,1
4-11-2014,cbj,home,3,2,0,3,0,0,1,1
