,mil,no,-57.48676543209878,no,no,,2,84-85
,sa,ny,67.30329991111111,sa,ny,4,,100-104
,,,,,,,,
3-16-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,sac,69.88886063209875,atl,atl,,4,110-103
,phi,bos,-72.53636815802469,bos,bos,,5,89-108
,bkn,min,59.228905935802466,bkn,bkn,,2,122-106
,cha,utah,50.36266302222222,cha,utah,1,,66-94
,cle,mia,59.444502558024695,cle,mia,2,,92-106
,okc,dal,-56.88528702222222,dal,dal,,2,115-119
,den,mem,-68.55646507654322,mem,mem,,4,81-92
,lal,gs,-83.43441989135802,gs,gs,,7,105-108
,tor,ind,-54.16520888888889,ind,tor,1,,117-98
,por,wsh,51.89330433580246,por,wsh,1,,97-105
,,,,,,,,
3-15-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,lal,70.79039574320987,atl,atl,,5,91-86
,chi,okc,-55.00756408888889,okc,okc,,2,100-109
,cle,orl,63.55601564444444,cle,cle,,3,123-108
,den,no,-62.91456240987654,no,den,3,,118-111
,hou,lac,-55.593494360493835,lac,hou,2,,100-98
,min,sa,-78.1139016691358,sa,sa,,6,97-123
,ny,phx,-69.17504374320987,phx,phx,,4,89-102
,por,tor,-50.80686084938271,tor,por,1,,113-97
,,,,,,,,
3-14-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,ind,-60.11072222222222,ind,bos,3,,93-89
,bkn,phi,58.60336063209876,bkn,bkn,,2,94-87
,det,utah,-61.84624691358024,utah,utah,,3,85-88
,ny,gs,-83.96341263209877,gs,gs,,7,94-125
,mil,mem,-63.64917378765433,mem,mem,,3,83-96
,sac,wsh,-64.57267235555557,wsh,wsh,,3,97-113
,,,,,,,,
3-13-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,phx,57.75396913580247,atl,atl,,2,96-87
,orl,bos,-64.5065783111111,bos,bos,,3,88-95
,chi,cha,56.92891950617284,chi,cha,2,,91-101
,lac,dal,-50.470333866666664,dal,dal,,1,99-129
,gs,den,72.5819824691358,gs,den,5,,103-114
,det,por,-73.19615734320988,por,por,,5,99-118
,mia,tor,-55.6311192,tor,tor,,2,92-102
,min,okc,-75.13891574320988,okc,okc,,6,99-113
,sac,phi,54.04715381728395,sac,phi,1,,107-114
,,,,,,,,
3-12-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,cle,sa,-58.128082083950616,sa,cle,2,,128-125
,hou,utah,55.90831500246914,hou,utah,2,,91-109
,mil,ind,-57.74578855308642,ind,ind,,2,103-109
,ny,lal,-59.05266003950617,lal,ny,2,,101-94
,mem,wsh,52.85578060246914,mem,wsh,1,,87-107
,,,,,,,,
3-11-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,den,70.77815470617283,atl,den,5,,102-115
,mem,bos,58.29736537283951,mem,bos,2,,92-95
,bkn,mia,-50.67029396543211,mia,mia,,1,98-104
,sac,cha,-61.03405811358024,cha,sac,3,,113-106
,chi,phi,67.59256391111111,chi,chi,,4,104-95
,det,gs,-78.66477870617284,gs,gs,,6,98-105
,hou,por,-55.84873253333334,por,por,,2,100-105
,lac,okc,-54.93542250864198,okc,lac,1,,120-108
,orl,mil,-66.29756963950618,mil,mil,,4,91-97
,min,phx,-65.72231052839506,phx,phx,,4,97-106
,,,,,,,,
3-10-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,no,bkn,58.74167115061729,no,no,,2,111-91
,cle,dal,-54.5148024691358,dal,cle,1,,127-94
,det,lal,56.161515120987666,det,lal,2,,85-93
,orl,ind,-66.3107328,ind,ind,,4,86-118
,ny,utah,-67.87109728395062,utah,utah,,4,82-87
,tor,sa,-59.79660435555556,sa,sa,,2,107-117
,,,,,,,,
3-9-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,sac,atl,-77.17678395061728,atl,atl,,6,105-130
,bos,mia,-54.83954320987654,mia,bos,1,,100-90
,wsh,cha,-56.969032582716046,cha,wsh,2,,95-69
,mem,chi,52.84735786666667,mem,mem,,1,101-91
,ny,den,-58.593029244444445,den,den,,2,78-106
,gs,phx,62.03544386172841,gs,gs,,3,98-80
,min,lac,-75.92156000987654,lac,lac,,6,76-89
,no,mil,-52.39381169382716,mil,no,1,,114-103
,,,,,,,,
3-8-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,orl,55.71689885432098,bos,orl,2,,98-103
,utah,bkn,51.61575080493827,utah,utah,,1,95-88
,cha,det,52.88080904691358,cha,cha,,1,108-101
,chi,sa,-55.17292,sa,sa,,2,105-116
,dal,lal,64.1646016888889,dal,dal,,3,100-93
,lac,gs,-61.912333333333336,gs,gs,,3,98-106
,tor,okc,-56.43278049382716,okc,okc,,2,104-108
,,,,,,,,
3-7-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,phi,75.4178950617284,atl,phi,6,,84-92
,phx,cle,-64.28584815802469,cle,cle,,3,79-89
,hou,den,64.8223952691358,hou,hou,,3,114-100
,ind,ny,62.928389876543214,ind,ind,,3,92-86
,mem,no,55.632985432098764,mem,no,2,,89-95
,sac,mia,-56.810518113580244,mia,mia,,2,109-114
,wsh,mil,-57.18842897777778,mil,mil,,2,85-91
,por,min,69.7182335802469,por,min,4,,113-121
,,,,,,,,
3-6-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,cle,atl,-60.1542688888889,atl,atl,,3,97-106
