3-3-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,phx,mia,-24.25,mia,mia,,9,92-108
,,,,,,,,
3-2-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,por,bos,-0.62,bos,bos,,1,93-116
,cha,phi,13.15,cha,cha,,5,119-99
,lal,den,-5.91,den,den,,2,107-117
,ind,mil,-2.04,mil,ind,1,,104-99
,okc,lac,0.7,okc,lac,1,,98-103
,sac,mem,-17.78,mem,mem,,6,98-104
,wsh,min,0.83,wsh,wsh,,1,104-98
,no,hou,-5.49,hou,hou,,2,95-100
,chi,orl,-2.34,orl,orl,,1,89-102
,det,sa,-14.27,sa,sa,,5,81-97
,utah,tor,-10.74,tor,tor,,4,94-104
,,,,,,,,
3-1-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,gs,-14.94,gs,gs,,5,105-109
,bkn,lal,3.85,bkn,lal,2,,101-107
,phx,cha,-10.34,cha,cha,,4,92-126
,chi,mia,-4.06,mia,mia,,2,111-129
,orl,dal,-4.27,dal,dal,,2,108-121
,por,ny,9.67,por,por,,4,104-85
,,,,,,,,
2-29-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,utah,bos,-11.16,bos,bos,,4,95-100
,bkn,lac,-13.81,lac,lac,,5,95-105
,ind,cle,-12.68,cle,cle,,5,96-100
,mem,den,8.67,mem,mem,,3,103-96
,hou,mil,4.73,hou,mil,2,,121-128
,okc,sac,6.34,okc,okc,,3,131-116
,phi,wsh,-18.68,wsh,wsh,,7,108-116
,,,,,,,,
2-28-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,cha,atl,-0.96,atl,atl,,1,76-87
,cle,wsh,9.16,cle,wsh,4,,99-113
,min,dal,-10.53,dal,dal,,4,101-128
,tor,det,7.57,tor,det,3,,101-114
,por,ind,3.89,por,por,,2,111-102
,mia,ny,7.16,mia,mia,,3,98-81
,phi,orl,-9.85,orl,orl,,4,116-130
,,,,,,,,
2-27-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,mia,bos,-2.58,bos,bos,,1,89-101
,bkn,utah,-11.96,utah,bkn,4,,98-96
,por,chi,0.22,por,por,,1,103-95
,det,mil,-2.93,mil,det,1,,102-91
,gs,okc,5.18,gs,gs,,2,121-118
,sa,hou,10.9,sa,sa,,4,104-94
,mem,phx,21.68,mem,phx,8,,106-111
,min,no,-13.36,no,min,5,,112-110
,,,,,,,,
2-26-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,chi,atl,-7.05,atl,atl,,3,88-103
,cha,ind,0.32,cha,cha,,1,96-95
,cle,tor,0.02,cle,tor,1,,97-99
,den,dal,-6.44,dal,dal,,3,116-122
,lac,sac,10.07,lac,lac,,4,117-107
,mem,lal,19.52,mem,mem,,7,112-95
,orl,ny,4.51,orl,ny,2,,95-108
,wsh,phi,12.57,wsh,wsh,,5,103-94
,,,,,,,,
2-25-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,mil,bos,-7.12,bos,bos,,3,107-112
,bkn,phx,2.45,bkn,bkn,,1,116-106
,gs,orl,17.52,gs,gs,,6,130-114
,hou,por,-11.64,por,hou,4,,119-105
,okc,no,10.02,okc,no,4,,119-123
,sa,utah,6.67,sa,sa,,3,96-78
,,,,,,,,
2-24-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,cha,cle,-6.95,cle,cle,,3,103-114
,wsh,chi,1.36,wsh,chi,1,,104-109
,okc,dal,8.62,okc,okc,,3,116-103
,den,lac,-16.24,lac,den,6,,87-81
,phi,det,-13.23,det,det,,5,91-111
,gs,mia,13.06,gs,gs,,5,118-112
,ny,ind,-13.72,ind,ind,,5,105-108
,lal,mem,-22.13,mem,mem,,8,119-128
,min,tor,-19.45,tor,tor,,7,105-114
,sa,sac,14.34,sa,sa,,5,108-92
,,,,,,,,
2-23-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,bkn,por,-14.38,por,por,,5,104-112
,sac,den,-1.81,den,sac,1,,114-110
,hou,utah,-2.78,utah,utah,,1,114-117
,no,wsh,-3.83,wsh,wsh,,2,89-109
,orl,phi,7.8,orl,orl,,3,124-115
,,,,,,,,
2-22-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,gs,atl,10.01,gs,gs,,4,102-92
,bos,min,7.0,bos,min,3,,122-124
,det,cle,-13.77,cle,det,5,,96-88
,ind,mia,-3.2,mia,mia,,2,93-101
,phx,lac,-18.55,lac,lac,,7,84-124
,lal,mil,-10.73,mil,mil,,4,101-108
,tor,ny,8.73,tor,tor,,3,122-95
,,,,,,,,
2-21-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,den,6.46,bos,bos,,3,121-101
,cha,bkn,8.06,cha,cha,,3,104-96
,lal,chi,-12.55,chi,chi,,5,115-126
,cle,okc,-0.41,okc,cle,1,,115-92
,phi,dal,-19.93,dal,dal,,7,103-129
,no,det,3.09,no,no,,2,111-106
,ind,orl,7.29,ind,ind,,3,105-102
,mem,tor,-4.67,tor,tor,,2,85-98
,sa,phx,24.09,sa,sa,,9,118-111
,utah,por,-5.52,por,por,,2,111-115
,,,,,,,,
2-20-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,mil,atl,-8.02,atl,mil,3,,117-109
,gs,lac,8.55,gs,gs,,3,115-112
,wsh,mia,-0.09,mia,mia,,1,94-114
,ny,min,-0.56,min,ny,1,,103-95
,,,,,,,,
2-19-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,mia,atl,-0.24,atl,mia,1,,115-111
,bos,utah,2.83,bos,utah,1,,93-111
,ny,bkn,-1.46,bkn,bkn,,1,98-109
,cha,mil,3.05,cha,cha,,2,98-95
,tor,chi,0.76,tor,chi,1,,106-116
,dal,orl,12.3,dal,orl,5,,104-110
,den,sac,2.91,den,sac,1,,110-116
,det,wsh,-1.99,wsh,wsh,,1,86-98
,gs,por,13.73,gs,por,5,,105-137
,hou,phx,9.2,hou,hou,,4,116-100
,ind,okc,-12.18,okc,ind,5,,101-98
,sa,lal,22.61,sa,sa,,8,119-113
,min,mem,-10.47,mem,mem,,4,104-109
,phi,no,-9.95,no,no,,4,114-121
,,,,,,,,
2-18-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,chi,cle,-8.2,cle,cle,,3,95-106
,sa,lac,4.42,sa,lac,2,,86-105
,utah,wsh,1.79,utah,wsh,1,,89-103
,,,,,,,,
2-11-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,wsh,mil,3.19,wsh,mil,2,,92-99
,no,okc,-13.88,okc,okc,,5,95-121
,,,,,,,,
2-10-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,chi,2.74,atl,atl,,1,113-90
,lac,bos,5.47,lac,bos,2,,134-139
,mem,bkn,10.52,mem,mem,,4,109-90
,cha,ind,-12.2,ind,cha,5,,117-95
,lal,cle,-19.06,cle,cle,,7,111-120
,den,det,-4.32,det,den,2,,103-92
,gs,phx,26.3,gs,gs,,9,112-104
,hou,por,-6.35,por,por,,3,103-116
,tor,min,19.7,tor,min,7,,112-117
,utah,no,2.48,utah,no,1,,96-100
,sa,orl,20.4,sa,sa,,7,98-96
,sac,phi,2.63,sac,sac,,1,114-110
,,,,,,,,
2-9-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,mil,8.1,bos,mil,3,,111-112
,utah,dal,-6.73,dal,utah,3,,121-119
,hou,gs,-20.92,gs,gs,,7,110-123
,sa,mia,10.64,sa,sa,,4,119-101
,wsh,ny,3.77,wsh,wsh,,2,111-108
,,,,,,,,
2-8-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,orl,atl,-9.64,atl,orl,4,,117-110
,den,bkn,1.91,den,bkn,1,,104-105
,chi,cha,-4.81,cha,cha,,2,91-108
,sac,cle,-12.47,cle,cle,,5,100-120
,tor,det,5.45,tor,tor,,2,103-89
,lal,ind,-14.89,ind,ind,,5,87-89
,lac,phi,21.63,lac,lac,,8,98-92
,por,mem,-8.86,mem,por,3,,112-106
,no,min,6.54,no,no,,3,116-102
,okc,phx,17.01,okc,okc,,6,122-106
,,,,,,,,
2-7-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,orl,9.37,atl,orl,4,,94-96
,sac,bos,-12.87,bos,bos,,5,119-128
,den,ny,-2.25,ny,den,1,,101-96
,lac,mia,5.35,lac,lac,,2,100-93
,,,,,,,,
2-6-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,bkn,phi,4.4,bkn,phi,2,,98-103
,wsh,cha,-3.4,cha,cha,,2,104-108
,chi,min,8.29,chi,min,3,,105-112
,no,cle,-9.47,cle,cle,,4,84-99
,dal,mem,-7.3,mem,dal,3,,114-110
,det,ind,-3.27,ind,ind,,2,104-112
,okc,gs,-7.03,gs,gs,,3,108-116
,por,hou,-1.91,hou,por,1,,96-79
,lal,sa,-25.25,sa,sa,,9,102-106
,utah,phx,7.36,utah,utah,,3,98-89
,,,,,,,,
2-5-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,ind,atl,-4.22,atl,atl,,2,96-102
,bos,cle,-3.98,cle,bos,2,,104-103
,sac,bkn,5.06,sac,bkn,2,,119-128
,mia,cha,-4.2,cha,mia,2,,98-95
,chi,den,-1.66,den,den,,1,110-115
,sa,dal,8.22,sa,sa,,3,116-90
,lac,orl,11.49,lac,lac,,4,107-93
,mem,ny,8.18,mem,mem,,3,91-85
,mil,utah,-17.42,utah,utah,,6,81-84
,phi,wsh,-8.25,wsh,wsh,,3,94-106
,,,,,,,,
2-4-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,ny,det,-3.08,det,det,,2,105-111
,hou,phx,7.7,hou,hou,,3,111-105
,lal,no,-12.05,no,lal,5,,99-96
,tor,por,-4.4,por,tor,2,,110-103
,,,,,,,,
2-3-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,phi,10.24,atl,atl,,4,124-86
,det,bos,-2.27,bos,bos,,1,95-102
,ind,bkn,6.62,ind,ind,,3,114-100
,cle,cha,10.54,cle,cha,4,,97-106
,chi,sac,-1.83,sac,chi,1,,107-102
,mia,dal,1.03,mia,mia,,1,93-90
,den,utah,-8.78,utah,utah,,3,81-85
,gs,wsh,19.19,gs,gs,,7,134-121
,min,lac,-27.31,lac,min,10,,108-102
,no,sa,-13.7,sa,sa,,5,97-110
,orl,okc,-20.73,okc,okc,,7,114-117
,,,,,,,,
2-2-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,ny,2.28,bos,bos,,1,97-89
,mia,hou,-0.46,hou,hou,,1,102-115
,min,lal,6.18,min,lal,3,,115-119
,mil,por,-7.01,por,por,,3,95-107
,tor,phx,10.39,tor,tor,,4,104-97
,,,,,,,,
2-1-2016,Away,Home,Algo points,Proj winner,Winner,,,Score
,dal,atl,-5.63,atl,atl,,2,97-112
,det,bkn,5.2,det,det,,2,105-100
,chi,utah,-2.08,utah,utah,,1,96-105
,cle,ind,-0.26,ind,cle,1,,111-106
,tor,den,10.67,tor,den,4,,93-112
,mem,no,2.53,mem,mem,,1,110-95
,mil,sac,-2.5,sac,sac,,1,104-111
,wsh,okc,-15.44,okc,okc,,6,98-114
,orl,sa,-24.91,sa,sa,,9,92-107
,,,,,,,,
4-1-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,ind,bos,-6.16,bos,bos,,3,87-100
,bkn,ny,15.65,bkn,bkn,,6,100-98
,det,cha,0.16,det,cha,1,,78-102
,chi,mil,14.91,chi,mil,5,,91-95
,dal,okc,-4.99,okc,dal,2,,135-131
,den,utah,-2.85,utah,utah,,1,84-98
,sac,hou,-16.73,hou,hou,,6,111-115
,lac,por,0.05,lac,lac,,1,126-122
,no,lal,12.02,no,no,,5,113-92
,tor,min,17.65,tor,tor,,6,113-99
,sa,orl,21.54,sa,sa,,8,103-91
,phi,wsh,-12.75,wsh,wsh,,5,93-106
,,,,,,,,
3-31-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,det,11.72,atl,det,4,,95-105
,ind,bkn,-0.39,bkn,bkn,,1,106-111
,gs,lac,1.79,gs,gs,,1,110-106
,sa,mia,2.39,sa,sa,,1,95-81
,,,,,,,,
3-30-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,mil,atl,-12.55,atl,atl,,5,88-101
,bos,cha,2.62,bos,bos,,1,116-104
,hou,tor,-2.51,tor,tor,,1,96-99
,lal,phi,0.89,lal,lal,,1,113-111
,sac,mem,-15.07,mem,mem,,6,83-97
,utah,min,9.0,utah,utah,,4,104-84
,phx,por,-8.67,por,por,,3,86-109
,,,,,,,,
3-29-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,lac,bos,7.23,lac,lac,,3,119-106
,lal,bkn,-4.8,bkn,bkn,,2,99-107
,phi,cle,-21.03,cle,cle,,8,86-87
,dal,ind,2.94,dal,ind,1,,99-104
,det,mia,-4.08,mia,mia,,2,102-109
,hou,wsh,0.92,hou,hou,,1,99-91
,mem,sa,-2.7,sa,sa,,1,89-103
,min,no,-17.29,no,no,,6,88-110
,okc,phx,-3.11,phx,okc,2,,109-97
,,,,,,,,
3-28-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,cha,10.68,atl,cha,4,,100-115
,ny,chi,-21.98,chi,chi,,8,80-111
,den,por,-15.64,por,por,,6,114-120
,gs,mil,14.14,gs,gs,,5,108-95
,okc,utah,1.64,okc,utah,1,,89-94
,,,,,,,,
3-27-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,mia,atl,-14.51,atl,atl,,5,86-99
,bos,ny,13.61,bos,bos,,5,96-92
,cle,bkn,11.81,cle,bkn,4,,98-106
,cha,wsh,-4.45,wsh,wsh,,2,107-110
,dal,sa,-10.28,sa,sa,,4,76-94
,utah,den,3.94,utah,den,2,,91-107
,det,orl,4.87,det,det,,2,111-97
,gs,mem,2.95,gs,gs,,1,107-84
,min,hou,-21.35,hou,hou,,8,110-120
,lac,phi,17.5,lac,lac,,6,119-98
,lal,tor,-8.59,tor,tor,,3,83-94
,sac,no,-3.31,no,no,,2,88-102
,por,phx,-4.05,phx,por,2,,87-81
,,,,,,,,
3-26-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
,ind,mil,2.8,ind,mil,1,,107-111
,,,,,,,,
3-25-2015,Away,Home,Algo points,Proj winner,Winner,,,Score
