4/1/2006,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,chi,-5.32,chi,chi,,2,94-100
,mia,cle,2.12,mia,cle,1,,99-106
,ind,mil,-3.34,mil,mil,,2,89-96
,utah,por,8.96,utah,utah,,3,102-89
,wsh,sa,-10.83,sa,sa,,4,99-106
,,,,,,,,
3/31/2006,Away,Home,Algo points,Proj winner,Winner,,,Score
,chi,cha,1.52,chi,chi,,1,113-107
,dal,orl,6.17,dal,orl,3,,99-108
,min,den,-10.6,den,den,,4,94-106
,mil,det,-17.74,det,det,,6,105-112
,sac,gs,-0.98,gs,sac,1,,96-93
,wsh,hou,2.96,wsh,hou,1,,103-105
,utah,lac,-7.19,lac,lac,,3,91-106
,mem,no,3.88,mem,no,2,,102-107
,phi,ny,1.26,phi,phi,,1,117-112
,lal,okc,1.27,lal,lal,,1,106-93
,phx,tor,9.27,phx,phx,,4,140-126
,,,,,,,,
3/30/2006,Away,Home,Algo points,Proj winner,Winner,,,Score
,phx,ind,2.28,phx,phx,,1,114-104
,sa,lal,7.23,sa,sa,,3,96-85
,,,,,,,,
3/29/2006,Away,Home,Algo points,Proj winner,Winner,,,Score
,ind,atl,3.35,ind,atl,2,,93-94
,bos,ny,4.75,bos,bos,,2,123-98
,mem,bkn,-3.99,bkn,bkn,,2,74-86
,dal,cle,2.01,dal,cle,1,,94-107
,utah,den,-7.16,den,utah,3,,115-104
,det,phi,12.24,det,det,,5,101-91
,no,gs,-6.91,gs,no,3,,86-85
,mia,tor,7.93,mia,mia,,3,98-94
,orl,min,-0.95,min,min,,1,91-103
,sac,por,9,sac,sac,,4,106-90
,,,,,,,,
3/28/2006,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,cha,-0.57,cha,cha,,1,117-125
,orl,chi,-7.38,chi,orl,3,,97-93
,dal,det,-0.4,det,det,,1,90-97
,sa,lac,1.43,sa,sa,,1,98-87
,phx,mil,6.25,phx,mil,3,,110-132
,wsh,sac,-4.2,sac,wsh,2,,97-84
,,,,,,,,
3/27/2006,Away,Home,Algo points,Proj winner,Winner,,,Score
,phx,bkn,0.66,phx,bkn,1,,72-110
