4/1/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
,bos,atl,12.51,bos,bos,,5,116-100
,tor,cha,1.13,tor,tor,,1,119-107
,sac,cle,1.56,sac,sac,,1,128-109
,dal,phi,3.96,dal,dal,,2,100-83
,sa,den,-0.11,den,den,,1,84-102
,lac,det,-12.87,det,det,,5,84-97
,gs,utah,1.63,gs,gs,,1,108-91
,no,hou,-19.49,hou,no,7,,76-73
,mem,mil,4.78,mem,mem,,2,93-82
,min,phx,-5.29,phx,phx,,2,98-107
,por,okc,-16.58,okc,okc,,6,87-89
,wsh,orl,-0.8,orl,wsh,1,,111-102
,,,,,,,,
3/31/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
,cle,chi,-6.69,chi,chi,,3,90-102
,mia,ind,0.3,mia,ind,1,,108-114
,min,lal,-0.79,lal,min,1,,105-96
,,,,,,,,
3/30/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,wsh,-22.23,wsh,wsh,,8,99-102
,dal,bos,3.65,dal,dal,,2,112-100
,lac,bkn,-5.99,bkn,bkn,,2,78-95
,chi,cha,11.64,chi,chi,,4,102-99
,den,utah,8.38,den,den,,3,109-98
,sac,det,-0.89,det,det,,1,82-99
,gs,mil,0.73,gs,gs,,1,113-109
,hou,por,16.01,hou,hou,,6,100-84
,tor,orl,-1.99,orl,orl,,1,96-108
,phi,phx,-8.44,phx,phx,,3,87-116
,,,,,,,,
3/29/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
,lac,cle,-5.25,cle,cle,,2,84-94
,ny,lal,-2.34,lal,lal,,1,107-117
,tor,mia,-15.62,mia,mia,,6,91-103
,,,,,,,,
3/28/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
,atl,orl,-12.33,orl,orl,,5,102-109
,mem,chi,-0.34,chi,chi,,1,86-94
,cle,no,7.8,cle,cle,,3,109-108
,dal,det,-1.02,det,dal,1,,95-88
,den,phx,-2.7,phx,phx,,1,114-123
,ny,gs,-0.67,gs,gs,,1,100-108
,hou,utah,6.9,hou,hou,,3,99-85
,ind,mil,0.96,ind,ind,,1,90-76
,phi,sac,-6.4,sac,sac,,3,109-118
,wsh,por,6.61,wsh,wsh,,3,114-106
,,,,,,,,
3/27/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
,hou,sa,-6.3,sa,sa,,3,70-83
,lac,min,-6.65,min,min,,3,85-89
,phi,lal,1.83,phi,phi,,1,96-89
,wsh,okc,-7.46,okc,wsh,3,,95-94
,,,,,,,,
3/26/2005,Away,Home,Algo points,Proj winner,Winner,,,Score
