phi,mtl,3-0,297,110
mtl,phi,0-6,296,108
mtl,pit,5-2,330,-144
phi,bos,4-0,293,108
pit,mtl,3-4,311,215
mtl,pit,1-2,344,-166
sj,det,1-7,301,114
pit,mtl,2-3,304,191
sj,det,4-3,296,-103
pit,mtl,2-0,309,206
phi,bos,2-3,300,106
mtl,pit,3-1,355,-172
mtl,pit,3-6,348,-166
mtl,wsh,2-1,357,-178
buf,bos,3-4,289,114
wsh,mtl,1-4,309,227
ari,det,5-2,316,-140
pit,ott,4-3,309,199
nsh,chi,4-5,321,-151
det,ari,4-1,292,165
bos,buf,1-4,292,102
mtl,wsh,2-1,368,-204
col,sj,0-5,340,-158
phi,nj,3-0,304,-114
ott,pit,4-3,355,-185
buf,bos,2-3,288,122
wsh,mtl,6-3,323,240
sj,col,2-1,313,209
nj,phi,1-4,278,142
pit,ott,7-4,299,172
ari,det,0-3,313,-136
buf,bos,1-2,285,116
wsh,mtl,5-1,312,212
sj,col,0-1,311,184
pit,ott,4-2,303,175
nj,phi,2-3,277,144
ari,det,4-2,309,-121
mtl,wsh,5-6,363,-188
bos,buf,5-3,299,-101
col,sj,5-6,340,-161
det,ari,7-4,288,170
phi,nj,3-5,311,-125
ott,pit,1-2,342,-156
bos,buf,1-2,301,-101
mtl,wsh,3-2,342,-161
col,sj,2-1,330,-149
phi,nj,2-1,313,-116
ott,pit,5-4,326,-138
edm,ana,2-7,328,-138
tb,fla,3-1,321,-109
buf,nj,1-2,315,-120
pit,nyi,6-5,315,187
det,chi,3-2,315,-116
la,col,2-1,305,123
nyr,phi,1 pen.-2,304,116
bos,wsh,4 pen.-3,341,-147
ari,sj,2 pen.-3,315,-128
cgy,van,3-7,320,-113
stl,nsh,1 pen.-2,309,-107
dal,min,4 pen.-3,297,131
fla,tb,3 pen.-4,301,110
tor,mtl,4-3,325,-125
nyi,nj,1-7,338,-149
buf,ott,5-2,301,119
pit,wpg,0-1,325,227
edm,la,4 pen.-3,341,-156
car,bos,2-4,315,-121
chi,col,5-2,305,190
ana,stl,3-6,319,-129
det,cbj,1 pen.-0,299,171
phi,nyr,3-4,307,104
wpg,wsh,2-5,346,-161
ari,la,3 pen.-2,309,-111
van,sj,2-4,319,-119
min,cgy,2 pen.-1,315,-125
ana,dal,2 pen.-3,313,-120
mtl,car,2-5,299,143
nj,fla,2-3,311,235
nyi,pit,3-7,340,-151
ott,tb,3 pen.-4,304,175
buf,bos,1-3,309,-112
nsh,ari,2-5,296,114
col,edm,4-5,300,142
stl,chi,5-6,324,-129
cbj,det,3-4,334,-147
tor,nyr,1-5,330,-142
la,ana,5 pen.-4,294,136
col,van,4 pen.-3,309,-107
sj,cgy,2-1,281,125
chi,dal,5-2,307,193
wsh,pit,6-3,315,108
car,tb,8-5,301,127
nyr,buf,2-5,291,127
ott,fla,5-2,295,169
mtl,nyi,3 pen.-4,295,169
phi,tor,2-0,309,164
nj,wpg,3-0,305,171
min,edm,1-4,297,146
cbj,stl,1-2,312,-113
bos,wsh,2-3,325,-113
min,van,3-4,343,-147
sj,col,4-5,294,144
cgy,chi,1-4,301,-104
det,phi,3-4,305,122
ana,la,2 pen.-1,322,-125
edm,ari,2 pen.-3,361,-188
dal,stl,1-2,307,100
wsh,cbj,3-2,325,214
nyr,fla,4-1,295,166
nj,car,4-0,305,134
buf,mtl,0-3,280,144
bos,tor,2-1,296,154
nsh,det,4-3,322,-126
ott,nyi,1-4,305,174
wpg,pit,3-4,345,-144
van,ana,5 pen.-4,296,139
cgy,col,2-1,281,123
edm,dal,3-6,342,-158
sj,min,3-2,307,175
nyr,tb,5-0,299,156
chi,nj,2 pen.-1,299,147
mtl,phi,1-0,301,112
van,la,3-8,294,143
stl,nsh,2-3,305,112
cbj,det,2-3,354,-178
car,ott,3 pen.-4,324,-119
fla,bos,1-0,325,-149
phi,nyi,4-6,307,174
buf,tor,2-4,271,144
wpg,wsh,1-2,361,-169
ari,cgy,1-2,300,100
ana,col,5-2,318,-111
sj,dal,1-5,305,175
chi,min,4-0,305,174
tb,pit,2-0,353,-166
fla,buf,2-6,320,-133
