stl,sj,6-3,285,102
sj,nsh,3-4,271,171
nyi,tb,0-4,284,100
pit,wsh,1-3,285,108
tb,nyi,2-1,274,154
sj,nsh,3-4,269,148
dal,stl,1-6,290,112
tb,nyi,5-4,264,152
stl,dal,4-3,276,134
nyi,tb,1-4,282,100
nsh,sj,2-5,279,102
chi,stl,2-3,270,154
fla,nyi,1-2,277,147
dal,min,5-4,280,184
wsh,phi,1-0,285,263
nsh,ana,2-5,285,100
nyr,pit,3-6,297,-113
sj,la,6-3,282,118
min,dal,5-4,301,-125
phi,wsh,2-0,323,-149
chi,stl,4-3,264,140
pit,nyr,5-0,276,160
det,tb,0-1,278,104
la,sj,2-3,265,140
dal,min,3-2,270,173
wsh,phi,1-2,299,235
stl,chi,4-3,276,106
tb,det,3-2,264,133
pit,nyr,3-1,274,159
la,sj,2-1,264,142
wsh,phi,6-1,271,211
nsh,ana,3-2,280,-103
tb,det,0-2,263,136
stl,chi,3-2,270,108
sj,la,2-1,273,112
phi,wsh,1-4,313,-142
nyr,pit,4-2,292,-117
nsh,ana,3-2,278,100
nyi,fla,1-3,284,102
det,tb,2-5,277,102
sj,la,4-3,267,114
min,dal,0-4,296,-120
phi,wsh,0-2,317,-138
chi,stl,0-1,266,121
det,tb,2-3,269,104
ana,wsh,2-0,285,150
phi,nyi,5-2,286,183
ari,sj,0-1,301,-123
wpg,la,4 pen.-3,318,-149
edm,van,3 pen.-4,265,154
nsh,dal,2-3,290,-112
wsh,stl,5-1,272,112
buf,nyi,4-3,300,-121
chi,cbj,4-5,277,193
car,fla,2-5,276,-102
cgy,min,2-1,285,100
tb,mtl,2-5,267,150
tor,nj,1-5,273,106
ana,col,5-3,283,248
pit,phi,1-3,294,-105
ott,bos,6-1,326,-161
det,nyr,2-3,273,221
cbj,buf,4-1,267,140
ana,la,1-2,268,125
wpg,sj,5-4,309,-131
van,cgy,3-7,286,100
stl,chi,2-1,270,142
col,dal,2-4,308,-136
ari,nsh,2-3,308,-136
fla,ott,1-3,277,174
det,bos,2-5,270,110
mtl,car,4-2,272,116
tb,nj,4-2,260,221
nyi,nyr,4-1,277,114
tor,phi,4-3,341,-172
pit,wsh,4-3,277,129
phi,det,0-3,268,129
van,edm,2-6,273,108
cbj,tor,5-1,278,159
wpg,ana,2-1,316,-149
la,cgy,5-4,281,221
ari,chi,2-6,324,-153
sj,min,3-0,267,139
col,nsh,3-4,301,-135
fla,mtl,4-1,272,196
tb,nyr,2-3,273,114
pit,ott,5-3,293,264
car,bos,2 pen.-1,298,-128
buf,nj,3-1,262,127
nyi,wsh,4-3,290,-116
la,van,2-3,288,282
ari,stl,2-5,301,-140
fla,tor,4-3,280,234
nyr,cbj,4-2,294,225
tb,nyi,2-5,273,138
dal,ana,1-3,282,106
stl,col,5-1,267,217
min,wpg,1-5,276,212
phi,pit,2-6,290,104
bos,chi,4-6,272,140
wsh,ari,0-3,271,225
cgy,edm,5-0,272,116
sj,nsh,3 pen.-2,268,125
buf,nyr,4-3,309,-138
cbj,car,5-1,275,122
mtl,fla,3-4,295,-121
nj,tb,1-3,289,-125
det,tor,3-2,272,208
dal,la,3-2,281,114
pit,nyi,5-0,273,167
ott,phi,2-3,293,-121
van,ana,3-2,358,-192
wsh,col,4-2,279,186
bos,stl,6-5,273,104
chi,wpg,5-4,276,227
min,det,2-3,267,134
cgy,la,0-3,345,-172
van,sj,4-2,319,-158
ari,dal,1-4,313,-135
ott,min,3-2,325,-147
nj,fla,2-3,297,-120
mtl,tb,3-0,313,-147
tor,buf,1-4,274,123
nyr,car,3-4,276,225
cbj,nyi,3-4,297,-119
nsh,pit,2-5,280,116
cgy,ana,3-8,338,-161
wsh,phi,1 pen.-2,277,142
ott,wpg,2-1,280,129
sj,van,4-1,288,263
nsh,dal,2-5,280,121
col,stl,1-3,313,-151
chi,min,1-4,267,133
tor,fla,5-2,323,-153
det,mtl,3-4,276,199
bos,nj,1-2,273,227
car,nyi,1 pen.-2,282,-107
buf,pit,4 pen.-5,333,-163
cgy,ari,5-2,272,137
la,sj,2-5,262,144
ana,edm,2-1,281,237
col,nsh,4-3,299,-138
buf,det,2-3,286,-108
tor,tb,0-3,309,-140
wpg,phi,2-3,300,-121
cbj,wsh,1-4,312,-142
chi,van,3-2,298,257
pit,nyr,3-2,272,127
nj,car,2-3,263,135
phi,ari,1-2,272,183
chi,cgy,4-1,288,213
edm,la,4-6,328,-158
cbj,nsh,1-5,291,-120
bos,tor,3-1,284,237
nyi,car,4-3,272,161
nyr,mtl,5-2,281,212
ana,ott,4-3,278,198
fla,tb,5-2,272,129
stl,wsh,4-0,277,108
dal,sj,4-2,281,118
min,col,4-0,272,183
pit,det,7-2,272,154
wpg,buf,2-3,272,133
van,stl,0-4,334,-175
nyi,tb,4-7,278,106
wsh,nj,1-0,287,275
edm,sj,6-3,300,-138
dal,ari,1-3,286,204
phi,col,4-2,268,175
cgy,min,2-6,291,-113
van,nsh,2 pen.-3,328,-166
la,wpg,1-4,279,240
mtl,det,3-4,299,-133
ana,tor,5-6,294,267
fla,bos,4-1,273,136
car,cbj,3-2,273,118
nj,pit,3-0,336,-163
bos,nyr,2-5,274,125
ott,nyi,1-3,304,-126
stl,sj,1-0,271,124
edm,ari,2-4,265,138
dal,chi,6-2,275,117
la,min,1-2,261,143
van,wpg,0-2,274,112
ana,mtl,3-4,285,256
wsh,ott,4-2,287,216
det,tb,2-6,275,110
buf,car,3-2,276,123
phi,cbj,2 pen.-3,271,154
la,nsh,2-5,267,136
phi,nyi,4-1,271,122
cgy,tor,2-5,273,139
fla,nyr,2-4,278,110
ari,sj,0-3,318,-147
col,edm,3-2,273,125
min,chi,3 pen.-2,282,-112
cgy,mtl,4-1,280,143
wsh,pit,2-6,268,163
cbj,nj,1-2,266,161
ana,wpg,3-2,279,248
bos,la,1-2,274,-105
tb,ari,2-0,284,249
stl,van,3-0,283,269
nyi,dal,0-3,285,121
nj,cbj,3-6,272,108
det,fla,5-3,275,112
mtl,ott,0-5,278,116
buf,tor,1-4,273,136
nyr,sj,1-4,273,120
car,min,2 pen.-3,275,-107
pit,phi,4-1,269,150
bos,ana,0-4,278,104
col,cgy,4 pen.-3,278,129
van,edm,0-2,273,112
chi,wpg,4-0,283,217
ott,buf,1-3,268,144
nsh,wsh,1-4,279,-103
nyr,la,3-4,279,-106
sj,ari,1-3,287,236
tb,dal,3-4,279,140
nyi,nsh,2-4,276,112
fla,tor,4-1,279,231
det,cbj,3-1,270,159
min,nj,4-7,263,229
car,pit,2-4,293,-125
nyr,ana,2-1,276,102
wpg,cgy,1-4,274,140
col,van,3-1,261,154
stl,edm,4-6,274,229
phi,chi,3-2,294,-117
mtl,buf,3-2,281,112
bos,sj,2-3,275,120
la,dal,5-2,274,134
fla,mtl,4-1,269,170
min,ott,2-3,272,191
det,phi,3-4,266,131
tb,tor,1-4,290,258
nyi,pit,1 pen.-2,281,-103
car,wsh,1-2,313,-147
nj,ana,1-7,308,-153
wpg,van,5-2,268,139
stl,cgy,4-7,286,225
nsh,edm,3-2,281,236
la,chi,5-0,268,122
fla,nyi,2-3,276,120
tor,det,1-0,318,-144
tb,cbj,4-0,273,215
pit,nyr,5-3,254,145
nj,la,2-1,304,-151
wsh,sj,2-5,272,145
ari,edm,4-0,289,-105
nsh,van,2-4,285,244
stl,dal,5-4,271,127
col,wpg,2-3,267,138
phi,fla,4 pen.-5,274,100
min,mtl,4-1,268,197
tor,ott,0-4,286,-101
nyr,det,2-3,263,146
nyi,bos,1-3,274,134
car,buf,2-3,269,139
ari,cgy,4-1,280,116
chi,dal,2-5,277,159
ana,stl,2-5,267,145
phi,tb,3-1,288,-107
pit,cbj,3-2,285,221
nj,sj,3-0,309,-151
edm,min,2-1,287,-112
wpg,det,2-3,296,-119
ott,fla,2-6,291,-111
buf,mtl,2-3,275,108
car,bos,3-2,297,-123
wsh,la,3-4,269,127
ana,col,0-3,277,218
ari,van,2-3,264,134
nsh,cgy,2-3,284,206
chi,stl,2 pen.-3,263,162
nyi,tor,3 pen.-4,294,240
sj,edm,3-0,278,191
nsh,wpg,4-2,283,220
dal,mtl,3-4,285,200
pit,nyi,1-2,271,150
bos,tb,1-0,288,108
nyr,buf,4-2,283,242
ott,car,3 pen.-4,274,124
det,cbj,3-5,278,158
van,la,1-5,313,-163
wsh,ana,2 pen.-1,278,120
sj,cgy,2-1,289,222
ari,col,1-3,281,108
bos,fla,5-4,279,139
buf,tor,4 pen.-3,272,150
tb,phi,2-4,282,169
stl,min,4-2,271,141
edm,wpg,2-1,276,133
det,chi,1-4,281,100
pit,nj,6-1,269,219
nyi,nyr,6-4,284,124
dal,ott,2-1,289,216
van,sj,4-2,309,-144
fla,ari,1-5,274,199
cbj,phi,0-6,285,102
car,tb,3-4,301,-133
ott,tor,3-2,284,187
mtl,wpg,2-4,280,134
wsh,bos,2-1,281,129
ana,la,3-2,270,119
nsh,col,5-2,275,200
cgy,pit,4-2,336,-169
min,buf,3 pen.-2,269,220
nj,dal,2-4,311,-142
edm,cbj,3-6,290,-107
nyr,wsh,3-2,292,-121
mtl,la,2-3,317,-147
sj,van,3-2,281,237
ana,ari,5-1,284,233
fla,col,2-3,275,163
nj,nsh,5-4,296,-151
nyi,wpg,4-3,274,183
tb,ott,4-1,282,215
min,tor,2-1,288,317
chi,bos,2-4,272,137
cgy,buf,3-6,276,129
edm,phi,4-0,284,-106
nyr,pit,1-4,273,110
mtl,ana,2 pen.-3,309,-136
chi,det,5-2,268,162
tor,wsh,2-3,354,-185
nyi,van,3-2,268,213
col,min,3-6,282,-108
dal,nsh,3-5,285,120
fla,wpg,3-2,275,170
edm,buf,2-1,270,127
stl,ott,4 pen.-3,271,165
pit,wsh,2-3,282,102
cgy,bos,1-2,321,-144
car,nj,3-1,259,121
mtl,sj,2-6,286,-104
det,dal,3-2,287,106
tb,tor,2-1,289,250
cbj,nyr,1-2,286,100
cgy,phi,3-5,279,100
ari,pit,0-6,309,-147
nyi,edm,1-3,280,202
la,ana,2-4,266,125
sj,van,4-1,275,214
tb,bos,4-1,274,142
stl,car,5-2,265,146
fla,min,1-3,270,110
wsh,chi,2-3,270,133
buf,la,0-2,329,-166
ott,cgy,6-4,279,146
det,col,5-3,273,164
tor,mtl,1-4,286,-103
nyr,dal,3-2,282,120
fla,cbj,3 pen.-4,272,150
stl,nsh,0-5,271,123
wpg,pit,1-4,297,-128
ari,phi,2-4,268,110
buf,sj,3-1,313,-140
edm,ana,1-2,325,-166
bos,car,4-1,270,189
tb,nj,4-0,267,215
min,wsh,2-3,299,-136
edm,la,1-2,319,-147
ott,van,3-5,268,156
nyi,cgy,2-1,283,181
wpg,dal,6-3,301,-120
nsh,chi,3-1,274,116
nyr,stl,2-1,275,134
ari,fla,2-3,284,-104
car,tor,1-3,281,214
nj,cbj,1-6,263,135
min,phi,2-3,266,147
buf,ana,0-1,330,-158
sj,col,3 pen.-4,282,214
pit,bos,1-5,266,144
