ott,pit,2-6,330,-147
sj,la,0-3,265,106
pit,ott,7-3,282,196
pit,ott,1-2,279,185
nyr,bos,2-5,264,133
ott,pit,3-4,317,-135
nyr,bos,2-3,268,138
ott,pit,1-4,303,-125
tor,bos,4-5,287,-109
bos,tor,1-2,279,189
pit,nyi,4-3,301,243
stl,la,1-2,268,106
nyr,wsh,1-2,274,124
tor,bos,2-1,319,-136
min,chi,1-5,330,-166
ott,mtl,6-1,274,125
nyi,pit,0-4,338,-156
det,ana,2-3,272,114
wsh,nyr,3-4,270,121
bos,tor,4-3,271,187
van,sj,3-4,283,100
pit,nyi,4-6,304,224
mtl,ott,2-3,274,121
stl,la,3-4,262,116
wsh,nyr,3-4,271,112
bos,tor,5-2,274,175
mtl,ott,1-6,263,127
chi,min,2-3,278,229
pit,nyi,5-4,296,234
ana,det,4-0,267,121
tor,bos,4-2,294,-121
nyr,wsh,0-1,266,129
sj,van,3-2,267,120
ott,mtl,1-3,263,125
nyi,pit,4-3,341,-166
det,ana,5-4,267,118
nyr,wsh,1-3,267,125
ott,mtl,4-2,276,108
nyi,pit,0-5,328,-147
tor,bos,1-4,295,-113
det,ana,1-3,274,117
min,chi,1-2,326,-158
la,stl,1-2,262,135
ott,bos,4-2,300,-123
sj,la,2-3,282,102
ari,ana,5-3,289,-106
van,edm,2-7,271,174
chi,stl,1-3,294,-131
min,col,3-1,281,204
car,pit,3-8,323,-142
nsh,cbj,1-3,330,-163
det,dal,3-0,288,221
phi,ott,2-1,295,-111
fla,tb,5-3,305,-120
mtl,tor,4-1,281,146
bos,wsh,2-3,283,159
nj,nyr,0-4,285,-114
col,ari,5 pen.-4,298,-113
cgy,chi,1-3,340,-166
edm,min,6-1,316,-153
nyi,buf,1 pen.-2,285,156
ana,van,3-1,291,-109
cbj,dal,3-1,272,138
cgy,stl,1-4,320,-136
mtl,wpg,4-2,277,156
tb,bos,0-2,330,-151
nsh,det,2-5,317,-158
tor,fla,4-0,299,216
pit,nj,2-3,282,181
nyr,car,4-3,294,231
nyi,phi,1-2,294,129
ott,wsh,2-1,280,127
sj,ari,1-2,274,134
chi,edm,4-1,305,249
la,det,1-3,278,106
tor,tb,2-5,289,147
dal,sj,2-3,288,-113
la,min,1-2,268,154
cgy,nsh,3-4,279,110
col,stl,1-3,309,-149
nyr,fla,2-3,322,333
bos,phi,2-5,281,196
buf,pit,4-2,329,-156
nyi,car,3 pen.-4,284,198
mtl,nj,2-3,276,179
wpg,wsh,3-5,307,-129
chi,van,1-3,267,148
ana,edm,3-0,278,175
ari,det,0-4,278,102
pit,ott,3-1,269,139
wpg,buf,2-1,279,163
dal,la,3-4,298,-119
ana,edm,3-1,278,175
stl,col,3-5,284,222
cbj,sj,4-3,290,-107
cgy,min,4-1,318,-149
car,tb,3-2,298,-106
nj,nyr,1-4,291,-113
fla,bos,0-3,379,-217
det,van,1 pen.-2,282,108
ari,chi,3 pen.-2,303,-125
phi,car,5-3,286,135
wsh,mtl,5-1,283,110
tor,ott,4-1,286,125
nyi,wpg,5 pen.-4,283,141
fla,nj,2-6,305,-129
pit,bos,3-2,296,120
ana,cgy,1-3,298,233
edm,col,4-1,273,133
nsh,chi,4-5,345,-181
dal,stl,1-2,295,-113
nyr,buf,8-4,274,181
cbj,la,1-2,301,-125
min,sj,1-6,275,-101
van,dal,1-5,274,190
ari,stl,1 pen.-2,289,-112
car,wpg,3-4,296,-107
tb,mtl,2-3,304,-106
wsh,ott,1-3,276,145
nj,phi,3-0,281,119
fla,nyr,1-6,346,-175
nyi,tor,5-3,288,122
cbj,ana,3-2,284,100
