97,95,1,1
115,100,1,2
94,98,-1,1
92,87,1,2
105,130,-1,1
104,98,1,2
93,102,-1,1
111,88,1,2
102,97,1,3
96,95,1,4
103,97,1,5
94,106,-1,4
93,88,1,5
92,104,-1,4
92,89,1,5
99,90,1,6
96,102,-1,5
101,103,-1,4
100,105,-1,3
83,80,1,4
98,94,1,5
115,96,1,6
98,85,1,7
144,147,-1,6
91,107,-1,5
102,105,-1,4
105,96,1,5
111,118,-1,4
104,97,1,5
102,100,1,6
108,81,1,7
115,113,1,8
117,106,1,9
101,92,1,10
105,120,-1,9
100,114,-1,8
101,106,-1,7
115,111,1,8
77,83,-1,7
111,101,1,8
94,125,-1,7
101,110,-1,6
96,83,1,7
84,89,-1,6
114,91,1,7
93,120,-1,6
96,105,-1,5
107,102,1,6
110,115,-1,5
105,112,-1,4
91,108,-1,3
90,113,-1,2
95,106,-1,1
116,106,1,2
126,115,1,3
109,104,1,4
88,103,-1,3
95,103,-1,2
111,129,-1,1
89,102,-1,0
108,100,1,1
100,90,1,2
