1-1-2003,94.8,100.38,195.18,24.40740740740741,22.604938271604937,22.02469135802469,24.728395061728396,22.08641975308642,24.790123456790123,24.049382716049383,26.160493827160494
1-1-2004,89.61,95.98,185.59,22.679012345679013,22.296296296296298,21.51851851851852,22.506172839506174,23.65432098765432,23.419753086419753,23.185185185185187,24.14814814814815
1-1-2005,94.59,93.49,188.07999999999998,23.333333333333332,24.012345679012345,23.123456790123456,23.419753086419753,21.765432098765434,22.938271604938272,23.51851851851852,23.77777777777778
1-1-2006,96.93,97.05,193.98000000000002,24.79746835443038,22.49367088607595,23.68354430379747,24.72151898734177,23.40506329113924,23.0,23.974683544303797,24.20253164556962
1-1-2007,98.8,93.61,192.41,25.333333333333332,24.074074074074073,24.049382716049383,24.790123456790123,23.48148148148148,22.580246913580247,22.493827160493826,23.604938271604937
1-1-2008,97.42,100.43,197.85000000000002,23.6875,24.55,24.475,24.0875,25.625,24.7,24.475,24.45
1-1-2009,102.22,102.37,204.59,24.02469135802469,25.82716049382716,24.91358024691358,26.209876543209877,23.679012345679013,24.753086419753085,25.925925925925927,25.358024691358025
1-1-2010,97.48,99.4,196.88,25.2625,24.175,23.2625,23.85,23.025,23.4,25.1625,25.5375
1-1-2011,98.64,91.29,189.93,24.80246913580247,24.71604938271605,24.703703703703702,23.71604938271605,20.765432098765434,22.271604938271604,23.395061728395063,23.333333333333332
1-1-2012,96.18,88.36,184.54000000000002,24.815384615384616,24.338461538461537,22.384615384615383,24.0,20.76923076923077,21.923076923076923,21.369230769230768,22.73846153846154
1-1-2013,93.16,92.87,186.03,23.246913580246915,23.65432098765432,22.703703703703702,22.77777777777778,22.08641975308642,23.185185185185187,23.14814814814815,22.765432098765434
1-1-2014,93.75,91.81,185.56,23.395061728395063,23.444444444444443,22.691358024691358,23.296296296296298,21.901234567901234,22.790123456790123,23.08641975308642,22.65432098765432
1-1-2015,100.91,97.82,198.73,24.098765432098766,24.962962962962962,25.271604938271604,25.604938271604937,23.271604938271604,24.074074074074073,24.48148148148148,23.88888888888889
1-1-2016,101.61,102.53,204.14,25.193548387096776,25.370967741935484,25.225806451612904,24.612903225806452,25.903225806451612,25.35483870967742,23.741935483870968,26.016129032258064
