Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won
7-6-2011,san-diego-padres,san-francisco-giants,-53.51%,115,-115,143,-166,28,51,$100,$143.0,$0
,,,,,,,,,,$1300,$-476.6567656765676,-36.66590505204366%,$200,$-200,-100.0%
,,,,,,,,,,,,,,,
7-7-2011,colorado-rockies,atlanta-braves,-58.27%,140,-140,154,-181,14,41,$100,$154.0,$0
7-7-2011,baltimore-orioles,boston-red-sox,-59.42%,146,-146,143,-166,3,20
7-7-2011,chicago-cubs,washington-nationals,-58.23%,139,-139,-106,-109,45,30,$100,$91.74311926605503,$0
7-7-2011,minnesota-twins,chicago-white-sox,-54.07%,118,-118,133,-156,15,38,$100,$133.0,$233.0
7-7-2011,cincinnati-reds,milwaukee-brewers,-52.48%,110,-110,100,-116,10,6
7-7-2011,toronto-blue-jays,cleveland-indians,-53.78%,116,-116,-104,-112,20,4,$100,$89.28571428571428,$189.28571428571428
7-7-2011,detroit-tigers,kansas-city-royals,54.56%,-120,120,-123,104,3,16
7-7-2011,seattle-mariners,los-angeles-angels,-52.16%,109,-109,163,-188,54,79,$100,$163.0,$0,$100,$163.0,$0
7-7-2011,new-york-mets,los-angeles-dodgers,55.5%,-125,125,135,-156,60,81,$100,$135.0,$0,$100,$135.0,$0
7-7-2011,houston-astros,miami-marlins,-54.27%,119,-119,125,-144,6,25,$100,$125.0,$0
7-7-2011,tampa-bay-rays,new-york-yankees,-55.55%,125,-125,159,-185,34,60,$100,$159.0,$259.0
7-7-2011,oakland-athletics,texas-rangers,-56.37%,129,-129,118,-136,11,7
7-7-2011,san-diego-padres,san-francisco-giants,-53.96%,117,-117,162,-188,45,71,$100,$162.0,$0,$100,$162.0,$0
,,,,,,,,,,$900,$-218.71428571428578,-24.30158730158731%,$300,$-300,-100.0%
,,,,,,,,,,,,,,,
7-8-2011,atlanta-braves,philadelphia-phillies,-50.39%,102,-102,112,-131,10,29,$100,$112.00000000000001,$0
7-8-2011,baltimore-orioles,boston-red-sox,-59.9%,149,-149,184,-217,35,68,$100,$184.0,$0
7-8-2011,chicago-cubs,pittsburgh-pirates,-56.03%,127,-127,108,-126,19,1,$100,$79.36507936507937,$179.36507936507937
7-8-2011,minnesota-twins,chicago-white-sox,-51.34%,106,-106,142,-163,36,57,$100,$142.0,$242.0
7-8-2011,cincinnati-reds,milwaukee-brewers,-55.15%,123,-123,117,-135,6,12
7-8-2011,toronto-blue-jays,cleveland-indians,-54.55%,120,-120,-101,-117,21,3,$100,$85.47008547008548,$0
7-8-2011,colorado-rockies,washington-nationals,-57.06%,133,-133,114,-133,19,0
7-8-2011,detroit-tigers,kansas-city-royals,54.94%,-122,122,-113,-103,9,25,$100,$88.49557522123895,$188.49557522123894
7-8-2011,seattle-mariners,los-angeles-angels,-54.8%,121,-121,152,-178,31,57,$100,$152.0,$0
7-8-2011,san-diego-padres,los-angeles-dodgers,52.41%,-110,110,114,-133,24,43,$100,$113.99999999999999,$0
7-8-2011,houston-astros,miami-marlins,-55.0%,122,-122,139,-161,17,39,$100,$139.0,$0
7-8-2011,new-york-mets,san-francisco-giants,-50.35%,101,-101,125,-144,24,43,$100,$125.0,$225.0
7-8-2011,tampa-bay-rays,new-york-yankees,-55.1%,123,-123,102,-120,21,3,$100,$83.33333333333334,$183.33333333333334
7-8-2011,oakland-athletics,texas-rangers,-57.2%,134,-134,133,-156,1,22
,,,,,,,,,,$1100,$-81.8060120803483,-7.436910189122573%,$0,$0,0%
,,,,,,,,,,,,,,,
7-9-2011,atlanta-braves,philadelphia-phillies,-53.18%,114,-114,135,-156,21,42,$100,$135.0,$235.0
7-9-2011,baltimore-orioles,boston-red-sox,-62.39%,166,-166,166,-192,0,26
7-9-2011,chicago-cubs,pittsburgh-pirates,-57.25%,134,-134,-101,-117,35,17,$100,$85.47008547008548,$0
7-9-2011,minnesota-twins,chicago-white-sox,-50.72%,103,-103,129,-149,26,46,$100,$129.0,$0
7-9-2011,cincinnati-reds,milwaukee-brewers,-56.19%,128,-128,-109,-107,37,21,$100,$93.45794392523364,$0
7-9-2011,toronto-blue-jays,cleveland-indians,-53.78%,116,-116,-102,-114,18,2,$100,$87.71929824561404,$0
7-9-2011,colorado-rockies,washington-nationals,-55.52%,125,-125,-123,104,48,29,$100,$104.0,$0
7-9-2011,detroit-tigers,kansas-city-royals,55.32%,-124,124,100,-119,24,43,$100,$100.0,$0
7-9-2011,seattle-mariners,los-angeles-angels,-54.8%,121,-121,-107,-109,28,12,$100,$91.74311926605503,$191.74311926605503
7-9-2011,san-diego-padres,los-angeles-dodgers,51.78%,-107,107,114,-133,21,40,$100,$113.99999999999999,$0
7-9-2011,houston-astros,miami-marlins,-55.86%,127,-127,159,-185,32,58,$100,$159.0,$0
7-9-2011,new-york-mets,san-francisco-giants,50.13%,-101,101,154,-178,55,79,$100,$154.0,$0,$100,$154.0,$0
7-9-2011,oakland-athletics,texas-rangers,-57.73%,137,-137,148,-172,11,35,$100,$148.0,$0
,,,,,,,,,,$1200,$-773.256880733945,-64.4380733944954%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,
7-14-2011,cleveland-indians,baltimore-orioles,57.26%,-134,134,-116,-103,18,37,$100,$86.20689655172414,$186.20689655172413
7-14-2011,milwaukee-brewers,colorado-rockies,-55.29%,124,-124,122,-140,2,16
7-14-2011,kansas-city-royals,minnesota-twins,-55.75%,126,-126,129,-151,3,25,$100,$129.0,$0
7-14-2011,new-york-yankees,toronto-blue-jays,57.44%,-135,135,-144,124,9,11
7-14-2011,san-francisco-giants,san-diego-padres,51.04%,-104,104,-108,-108,4,12
7-14-2011,texas-rangers,seattle-mariners,54.87%,-122,122,-126,108,4,14
,,,,,,,,,,$200,$-13.793103448275872,-6.896551724137937%,$0,$0,0%
,,,,,,,,,,,,,,,
7-15-2011,los-angeles-dodgers,arizona-diamondbacks,-54.26%,119,-119,-136,117,55,36,$100,$117.0,$0
7-15-2011,washington-nationals,atlanta-braves,-56.86%,132,-132,154,-181,22,49,$100,$154.0,$0
7-15-2011,cleveland-indians,baltimore-orioles,57.66%,-136,136,-107,-109,29,45,$100,$93.45794392523364,$193.45794392523362
7-15-2011,boston-red-sox,tampa-bay-rays,55.25%,-123,123,136,-158,59,81,$100,$136.0,$0,$100,$136.0,$0
7-15-2011,chicago-white-sox,detroit-tigers,-52.39%,110,-110,181,-212,71,102,$100,$181.0,$281.0,$100,$181.0,$281.0
7-15-2011,milwaukee-brewers,colorado-rockies,-55.75%,126,-126,112,-129,14,3
7-15-2011,pittsburgh-pirates,houston-astros,58.63%,-142,142,-111,-106,31,48,$100,$90.09009009009009,$190.0900900900901
7-15-2011,kansas-city-royals,minnesota-twins,-56.18%,128,-128,110,-128,18,0
7-15-2011,los-angeles-angels,oakland-athletics,55.43%,-124,124,-129,112,5,12
7-15-2011,philadelphia-phillies,new-york-mets,55.06%,-123,123,-111,-106,12,29,$100,$90.09009009009009,$190.0900900900901
7-15-2011,new-york-yankees,toronto-blue-jays,56.64%,-131,131,-109,-105,22,36,$100,$91.74311926605503,$0
7-15-2011,san-francisco-giants,san-diego-padres,54.91%,-122,122,-142,124,20,2,$100,$124.0,$0
7-15-2011,texas-rangers,seattle-mariners,55.99%,-127,127,-125,106,2,21,$100,$80.0,$180.0
,,,,,,,,,,$1000,$34.63812410541391,3.4638124105413906%,$200,$81.0,40.5%
,,,,,,,,,,,,,,,
7-16-2011,los-angeles-dodgers,arizona-diamondbacks,-53.82%,117,-117,118,-136,1,19,$100,$118.0,$0
7-16-2011,washington-nationals,atlanta-braves,-57.88%,137,-137,161,-188,24,51,$100,$161.0,$261.0
7-16-2011,cleveland-indians,baltimore-orioles,57.89%,-137,137,-117,100,20,37,$100,$85.47008547008548,$0
7-16-2011,boston-red-sox,tampa-bay-rays,54.48%,-120,120,124,-144,44,64,$100,$124.0,$224.0
7-16-2011,chicago-white-sox,detroit-tigers,-50.14%,101,-101,127,-147,26,46,$100,$127.0,$227.0
7-16-2011,milwaukee-brewers,colorado-rockies,-56.18%,128,-128,108,-126,20,2,$100,$79.36507936507937,$0
7-16-2011,pittsburgh-pirates,houston-astros,59.16%,-145,145,110,-128,55,73,$100,$110.00000000000001,$0,$100,$110.00000000000001,$0
7-16-2011,kansas-city-royals,minnesota-twins,-54.79%,121,-121,114,-133,7,12
7-16-2011,los-angeles-angels,oakland-athletics,54.23%,-118,118,-113,-105,5,23,$100,$88.49557522123895,$188.49557522123894
7-16-2011,philadelphia-phillies,new-york-mets,55.65%,-125,125,-144,125,19,0
7-16-2011,new-york-yankees,toronto-blue-jays,55.96%,-127,127,-158,137,31,10,$100,$137.0,$0
7-16-2011,san-francisco-giants,san-diego-padres,55.56%,-125,125,119,-138,44,63,$100,$119.0,$0
7-16-2011,texas-rangers,seattle-mariners,56.75%,-131,131,-112,-105,19,36,$100,$89.28571428571428,$189.28571428571428
,,,,,,,,,,$1100,$-10.218710493046729,-0.9289736811860662%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,
7-17-2011,los-angeles-dodgers,arizona-diamondbacks,-54.17%,118,-118,137,-158,19,40,$100,$137.0,$0
7-17-2011,washington-nationals,atlanta-braves,-57.3%,134,-134,152,-178,18,44,$100,$152.0,$0
7-17-2011,cleveland-indians,baltimore-orioles,57.58%,-136,136,-112,-105,24,41,$100,$89.28571428571428,$0
7-17-2011,boston-red-sox,tampa-bay-rays,54.99%,-122,122,-140,123,18,1,$100,$123.0,$0
7-17-2011,chicago-white-sox,detroit-tigers,53.86%,-117,117,100,-119,17,36,$100,$100.0,$0
7-17-2011,milwaukee-brewers,colorado-rockies,-54.79%,121,-121,-109,-107,30,14,$100,$93.45794392523364,$0
7-17-2011,pittsburgh-pirates,houston-astros,58.65%,-142,142,112,-131,54,73,$100,$112.00000000000001,$212.0,$100,$112.00000000000001,$212.0
7-17-2011,kansas-city-royals,minnesota-twins,-55.23%,123,-123,114,-133,9,10
7-17-2011,los-angeles-angels,oakland-athletics,55.43%,-124,124,121,-140,45,64,$100,$121.0,$0,$100,$121.0,$0
7-17-2011,philadelphia-phillies,new-york-mets,54.57%,-120,120,-113,-103,7,23,$100,$88.49557522123895,$188.49557522123894
7-17-2011,new-york-yankees,toronto-blue-jays,56.37%,-129,129,-121,104,8,25,$100,$82.64462809917356,$182.64462809917356
7-17-2011,san-francisco-giants,san-diego-padres,54.6%,-120,120,100,-119,20,39,$100,$100.0,$200.0
7-17-2011,texas-rangers,seattle-mariners,58.76%,-142,142,-140,121,2,21,$100,$71.42857142857143,$171.42857142857144
,,,,,,,,,,$1200,$-245.43122525101603,-20.452602104251337%,$200,$12.0,6.0%
,,,,,,,,,,,,,,,
7-18-2011,milwaukee-brewers,arizona-diamondbacks,-54.4%,119,-119,108,-126,11,7
7-18-2011,atlanta-braves,colorado-rockies,56.05%,-128,128,112,-131,40,59,$100,$112.00000000000001,$212.0
7-18-2011,boston-red-sox,baltimore-orioles,60.22%,-151,151,-126,108,25,43,$100,$79.36507936507937,$179.36507936507937
7-18-2011,philadelphia-phillies,chicago-cubs,60.17%,-151,151,-204,171,53,20,$100,$171.0,$271.0
7-18-2011,chicago-white-sox,kansas-city-royals,54.23%,-118,118,-125,106,7,12
7-18-2011,cincinnati-reds,pittsburgh-pirates,-52.96%,113,-113,-104,-113,17,0
7-18-2011,cleveland-indians,minnesota-twins,54.67%,-121,121,119,-136,40,57,$100,$119.0,$219.0
7-18-2011,washington-nationals,houston-astros,57.49%,-135,135,-117,100,18,35,$100,$85.47008547008548,$185.47008547008548
7-18-2011,los-angeles-dodgers,san-francisco-giants,-56.59%,130,-130,114,-133,16,3
7-18-2011,new-york-yankees,tampa-bay-rays,55.05%,-122,122,-140,120,18,2
,,,,,,,,,,$500,$566.835164835165,113.36703296703298%,$0,$0,0%
,,,,,,,,,,,,,,,
7-19-2011,milwaukee-brewers,arizona-diamondbacks,-55.08%,123,-123,-123,104,46,27,$100,$104.0,$0
7-19-2011,atlanta-braves,colorado-rockies,56.43%,-130,130,125,-144,55,74,$100,$125.0,$0,$100,$125.0,$0
7-19-2011,boston-red-sox,baltimore-orioles,60.43%,-153,153,-120,102,33,51,$100,$83.33333333333334,$0
7-19-2011,philadelphia-phillies,chicago-cubs,59.76%,-149,149,-153,133,4,16
7-19-2011,chicago-white-sox,kansas-city-royals,55.31%,-124,124,-109,-106,15,30,$100,$91.74311926605503,$0
7-19-2011,cincinnati-reds,pittsburgh-pirates,-53.34%,114,-114,-119,100,33,14,$100,$100.0,$200.0
7-19-2011,cleveland-indians,minnesota-twins,55.09%,-123,123,114,-133,37,56,$100,$113.99999999999999,$0
7-19-2011,oakland-athletics,detroit-tigers,-56.51%,130,-130,124,-144,6,14
7-19-2011,washington-nationals,houston-astros,57.87%,-137,137,-151,131,14,6
7-19-2011,texas-rangers,los-angeles-angels,53.68%,-116,116,-142,123,26,7,$100,$123.0,$0
7-19-2011,los-angeles-dodgers,san-francisco-giants,-57.2%,134,-134,122,-140,12,6
7-19-2011,san-diego-padres,miami-marlins,-54.42%,119,-119,141,-163,22,44,$100,$141.0,$241.0
7-19-2011,new-york-yankees,tampa-bay-rays,55.31%,-124,124,-112,-105,12,29,$100,$89.28571428571428,$0
7-19-2011,seattle-mariners,toronto-blue-jays,-53.35%,114,-114,104,-121,10,7
,,,,,,,,,,$900,$-459.0,-51.0%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,
7-20-2011,milwaukee-brewers,arizona-diamondbacks,-52.61%,111,-111,102,-120,9,9
7-20-2011,atlanta-braves,colorado-rockies,55.49%,-125,125,-105,-111,20,36,$100,$95.23809523809524,$0
7-20-2011,boston-red-sox,baltimore-orioles,60.2%,-151,151,-131,112,20,39,$100,$76.33587786259541,$176.3358778625954
7-20-2011,philadelphia-phillies,chicago-cubs,59.97%,-150,150,-120,102,30,48,$100,$83.33333333333334,$183.33333333333334
7-20-2011,chicago-white-sox,kansas-city-royals,54.27%,-119,119,-116,-101,3,20,$100,$86.20689655172414,$0
7-20-2011,cincinnati-reds,pittsburgh-pirates,-54.29%,119,-119,-126,108,45,27,$100,$108.0,$0
7-20-2011,cleveland-indians,minnesota-twins,54.75%,-121,121,-105,-112,16,33,$100,$95.23809523809524,$0
7-20-2011,oakland-athletics,detroit-tigers,-57.08%,133,-133,108,-126,25,7,$100,$79.36507936507937,$0
7-20-2011,washington-nationals,houston-astros,57.55%,-136,136,-111,-105,25,41,$100,$90.09009009009009,$0
7-20-2011,texas-rangers,los-angeles-angels,54.95%,-122,122,110,-129,32,51,$100,$110.00000000000001,$0
7-20-2011,los-angeles-dodgers,san-francisco-giants,-58.06%,138,-138,114,-131,24,7,$100,$76.33587786259541,$0
7-20-2011,san-diego-padres,miami-marlins,-54.18%,118,-118,150,-175,32,57,$100,$150.0,$250.0
7-20-2011,new-york-yankees,tampa-bay-rays,55.01%,-122,122,129,-149,51,71,$100,$129.0,$229.0,$100,$129.0,$229.0
7-20-2011,seattle-mariners,toronto-blue-jays,-53.76%,116,-116,152,-175,36,59,$100,$152.0,$0
,,,,,,,,,,$1300,$-461.3307888040713,-35.486983754159326%,$100,$129.0,129.0%
,,,,,,,,,,,,,,,
7-21-2011,milwaukee-brewers,arizona-diamondbacks,-52.07%,109,-109,-105,-112,14,3
7-21-2011,atlanta-braves,colorado-rockies,55.2%,-123,123,-104,-113,19,36,$100,$96.15384615384615,$196.15384615384613
7-21-2011,detroit-tigers,minnesota-twins,53.17%,-114,114,-163,141,49,27,$100,$141.0,$0
7-21-2011,texas-rangers,los-angeles-angels,54.83%,-121,121,102,-121,23,42,$100,$102.0,$0
7-21-2011,san-diego-padres,miami-marlins,-53.29%,114,-114,152,-178,38,64,$100,$152.0,$252.0
7-21-2011,new-york-yankees,tampa-bay-rays,55.44%,-124,124,-144,125,20,1,$100,$125.0,$225.0
7-21-2011,seattle-mariners,toronto-blue-jays,-56.62%,131,-131,154,-178,23,47,$100,$154.0,$0
,,,,,,,,,,$600,$73.15384615384619,12.192307692307699%,$0,$0,0%
,,,,,,,,,,,,,,,
7-22-2011,colorado-rockies,arizona-diamondbacks,-53.27%,114,-114,152,-178,38,64,$100,$152.0,$252.0
7-22-2011,atlanta-braves,cincinnati-reds,54.22%,-118,118,-119,100,1,18
7-22-2011,los-angeles-angels,baltimore-orioles,57.34%,-134,134,-121,102,13,32,$100,$82.64462809917356,$182.64462809917356
7-22-2011,seattle-mariners,boston-red-sox,-60.71%,155,-155,131,-153,24,2,$100,$65.359477124183,$165.359477124183
7-22-2011,houston-astros,chicago-cubs,-51.05%,104,-104,135,-156,31,52,$100,$135.0,$0
7-22-2011,chicago-white-sox,cleveland-indians,-52.92%,112,-112,-107,-108,19,4,$100,$92.59259259259258,$0
7-22-2011,detroit-tigers,minnesota-twins,53.75%,-116,116,-113,-104,3,20,$100,$88.49557522123895,$188.49557522123894
7-22-2011,tampa-bay-rays,kansas-city-royals,56.29%,-129,129,-105,-111,24,40,$100,$95.23809523809524,$0
7-22-2011,washington-nationals,los-angeles-dodgers,52.68%,-111,111,122,-140,33,51,$100,$122.0,$222.0
7-22-2011,new-york-mets,miami-marlins,55.11%,-123,123,110,-128,33,51,$100,$110.00000000000001,$210.0
7-22-2011,milwaukee-brewers,san-francisco-giants,-56.1%,128,-128,120,-138,8,10
7-22-2011,oakland-athletics,new-york-yankees,-59.89%,149,-149,158,-185,9,36,$100,$158.0,$0
7-22-2011,san-diego-padres,philadelphia-phillies,-57.78%,137,-137,168,-196,31,59,$100,$168.0,$0
7-22-2011,toronto-blue-jays,texas-rangers,-54.08%,118,-118,177,-208,59,90,$100,$177.0,$0,$100,$177.0,$0
,,,,,,,,,,$1200,$20.49968044459547,1.7083067037162891%,$100,$-100,-100.0%
,,,,,,,,,,,,,,,
7-23-2011,colorado-rockies,arizona-diamondbacks,-50.47%,102,-102,121,-138,19,36,$100,$121.0,$0
7-23-2011,atlanta-braves,cincinnati-reds,54.68%,-121,121,114,-131,35,52,$100,$113.99999999999999,$0
