1-1-2003,0,0
1-1-2004,26,14
1-1-2005,19,21
1-1-2006,21,20
1-1-2007,30,11
1-1-2008,25,13
1-1-2009,21,19
1-1-2010,18,23
1-1-2011,25,15
1-1-2012,12,20
1-1-2013,28,13
1-1-2014,27,14
1-1-2015,38,2
1-1-2016,29,0
,,
,,
,,
1-1-2003,0,0
1-1-2004,10,31
1-1-2005,14,27
1-1-2006,13,27
1-1-2007,11,29
1-1-2008,21,20
1-1-2009,8,32
1-1-2010,7,33
1-1-2011,10,31
1-1-2012,11,22
1-1-2013,18,22
1-1-2014,23,17
1-1-2015,28,13
1-1-2016,29,6
