10-10-2003,pit,away,6,0,2,1,3,0,0,0
10-12-2003,ott,home,1,2,1,0,0,0,1,1
10-14-2003,pit,home,4,5,1,1,2,1,2,2
10-15-2003,nyr,away,4,5,1,1,2,0,3,2
10-17-2003,ari,home,5,3,2,3,0,0,1,2
10-19-2003,mtl,away,2,2 OT,1,0,1,0,2,0
10-21-2003,bos,home,1,4,1,0,0,1,3,0
10-23-2003,fla,home,1,4,0,1,0,1,1,2
10-26-2003,nyr,home,3,4,1,1,1,0,1,3
10-28-2003,ana,home,5,2,1,3,1,1,0,1
10-31-2003,wpg,home,3,3 OT,1,1,1,1,1,1
11-2-2003,mtl,home,2,5,0,2,0,0,2,3
11-5-2003,tb,home,4,3,0,1,3,0,2,1
11-8-2003,dal,away,1,2,0,1,0,1,1,0
11-9-2003,stl,away,3,6,1,0,2,2,1,3
11-12-2003,la,home,4,3 OT,3,0,0,0,0,3
11-15-2003,buf,away,3,2,0,3,0,1,0,1
11-16-2003,det,home,1,2,0,0,1,0,0,2
11-19-2003,bos,home,2,0,0,0,2,0,0,0
11-23-2003,phi,home,6,0,1,2,3,0,0,0
11-25-2003,ott,away,0,2,0,0,0,1,1,0
11-26-2003,wsh,home,5,4,1,3,1,2,2,0
11-29-2003,phi,away,3,0,0,2,1,0,0,0
11-30-2003,buf,home,3,1,1,1,1,1,0,0
12-3-2003,tb,home,4,3 OT,0,0,3,2,0,1
12-6-2003,nyi,away,2,4,1,0,1,1,1,1
12-7-2003,nj,home,1,0,1,0,0,0,0,0
12-10-2003,pit,home,4,2,1,1,2,0,1,1
12-12-2003,phi,away,1,2,0,0,1,0,0,2
12-14-2003,nyr,home,4,1,2,0,2,1,0,0
12-16-2003,wpg,away,0,1,0,0,0,0,0,1
12-18-2003,fla,away,2,2 OT,1,1,0,0,1,1
12-19-2003,tb,away,2,1,0,1,1,0,0,1
12-21-2003,sj,home,3,3 OT,0,1,2,2,1,0
12-23-2003,wpg,home,5,1,0,3,2,0,1,0
12-27-2003,cgy,away,4,3,1,1,2,1,2,0
12-28-2003,edm,away,2 OT,3,0,1,1,0,1,1
12-31-2003,van,away,5,3,1,2,2,3,0,0
1-3-2003,nj,away,0,2,0,0,0,0,1,1
1-4-2003,nj,home,2,1,1,0,1,0,1,0
1-7-2003,bos,home,5,2,0,2,3,0,1,1
1-9-2003,pit,away,4,2,2,1,1,0,2,0
1-11-2003,bos,away,2,6,0,2,0,1,1,4
1-13-2003,nyr,away,1,5,0,0,1,1,2,2
1-14-2003,cgy,home,3,2,1,0,2,0,2,0
1-17-2003,wsh,away,4,1,2,0,2,0,1,0
1-18-2003,mtl,away,3,2 OT,2,0,0,0,1,1
1-21-2003,phi,home,1,3,0,0,1,1,0,2
1-24-2003,buf,away,0,4,0,0,0,2,0,2
1-25-2003,col,home,0,3,0,0,0,0,2,1
1-29-2003,car,away,3,2,0,1,2,0,0,2
1-30-2003,wpg,away,5,2,1,1,3,1,0,1
2-5-2003,fla,away,6,0,1,3,2,0,0,0
2-6-2003,tb,away,3,2 OT,1,0,1,1,1,0
2-8-2003,mtl,home,3,1,1,2,0,0,0,1
2-11-2003,edm,home,4,5,0,1,3,1,2,2
2-12-2003,chi,away,3,1,3,0,0,1,0,0
2-15-2003,ott,home,2,1,0,1,1,0,0,1
2-18-2003,car,home,4,3,2,0,2,2,1,0
2-20-2003,wsh,away,6,2,1,1,4,0,1,1
2-22-2003,mtl,away,5,3,0,2,3,0,3,0
2-23-2003,nsh,home,2,5,0,0,2,2,2,1
2-25-2003,nyi,home,5,2,0,3,2,0,1,1
2-27-2003,det,away,2,7,1,1,0,3,2,2
3-1-2003,car,home,4,1,0,2,2,1,0,0
3-3-2003,fla,home,1,2,0,0,1,1,0,1
3-4-2003,ott,away,1,4,1,0,0,0,3,1
3-6-2003,buf,away,2,4,0,1,1,0,2,2
3-8-2003,van,home,3,3 OT,2,0,1,1,0,2
3-10-2003,edm,away,3,2,0,0,3,0,1,1
3-13-2003,cgy,away,3 OT,4,1,1,1,1,0,2
3-15-2003,van,away,1,0,0,1,0,0,0,0
3-18-2003,nyi,home,3,3 OT,1,1,1,0,0,3
3-20-2003,cbj,away,3 OT,4,1,1,1,0,3,0
3-22-2003,buf,home,3,2 OT,1,0,1,0,2,0
3-24-2003,bos,away,2,3,2,0,0,1,1,1
3-25-2003,car,away,3,3 OT,2,0,1,0,2,1
3-28-2003,nyi,away,5,2,2,1,2,1,1,0
3-29-2003,wsh,home,4,3 OT,0,1,2,0,1,2
4-1-2003,nj,away,3,2 OT,2,0,0,1,1,0
4-3-2003,min,home,2,1,1,0,1,0,1,0
